headline,date,compound_score,SA,section,abstract,keywords,url,doc_type,material_type
The Theatrical Method in Putin’s Vote Madness,2020-07-01,0.4215,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.4215}",World,Russia’s constitutional “referendum” delivered its expected outcome — President Putin can serve until 2036 — but an elaborate spectacle of public affirmation was vital to his legitimacy.,"['Referendums', 'Elections', 'Polls and Public Opinion', 'Term Limits (Political Office)', 'Politics and Government', 'Constitutional Amendments']",https://www.nytimes.com/2020/07/01/world/europe/putin-referendum-vote-russia.html,article,News
"N.Y.C.’s Budget and a Cut to N.Y.P.D. Funding, Explained",2020-07-01,-0.7003,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.7003}",New York,"A city government reporter for The Times explains New York's grim fiscal reality, and the moves meant to placate calls to defund the police.","['Budgets and Budgeting', 'Black Lives Matter Movement', 'George Floyd Protests (2020)', 'Police Reform', 'Demonstrations, Protests and Riots', 'Local Government', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'MTV Video Music Awards']",https://www.nytimes.com/2020/07/01/nyregion/nyc-budget-cuts.html,article,briefing
China Announces New Retaliation Against U.S. News Outlets,2020-07-01,-0.5574,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.5574}",Business Day,"Beijing demanded that four organizations submit information about their operations in China, adding to tensions with the U.S. over the treatment of journalists.","['News and News Media', 'Newspapers']",https://www.nytimes.com/2020/07/01/business/media/china-journalists-crackdown.html,article,News
She Was Healthy and Active. Suddenly She Had a Seizure.,2020-07-01,0.3071,"{'neg': 0.096, 'neu': 0.766, 'pos': 0.138, 'compound': 0.3071}",Magazine,Her bouts of sweating and confusion were traced to dangerously low blood sugar. But what was causing it?,"['Seizures (Medical)', 'Diabetes', 'Sugar', 'Insulin', 'Tumors']",https://www.nytimes.com/2020/07/01/magazine/insulinoma-diagnosis.html,article,News
How We Get Stronger,2020-07-01,0.128,"{'neg': 0.049, 'neu': 0.89, 'pos': 0.061, 'compound': 0.128}",Well,Weight training prompts changes in the nervous system that prime the muscles to get bigger and stronger.,"['Muscles', 'Monkeys and Apes', 'Research', 'Nerves and Nervous System', 'Exercise', 'Weight Lifting', 'Content Type: Service']",https://www.nytimes.com/2020/07/01/well/move/how-we-get-stronger.html,article,News
Why Do the Rich Have So Much Power?,2020-07-01,0.3182,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.3182}",Opinion,"Americans may be equal, but some are more equal than others.","['Income Inequality', 'High Net Worth Individuals', 'Federal Budget (US)', 'Federal Taxes (US)', 'Two Thousand Tens (Decade)', 'Social Security (US)', 'Health Insurance and Managed Care', 'Medicare', 'United States Politics and Government']",https://www.nytimes.com/2020/07/01/opinion/sunday/inequality-america-paul-krugman.html,article,Op-Ed
This Giant Blueberry Scone Is Self-Care With Butter and Flour,2020-07-01,0.5719,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.5719}",Magazine,"When the world is spinning wildly, baking can be the perfect balm.","['Quarantine (Life and Culture)', 'Bakeries and Baked Products', 'Cooking and Cookbooks', 'Butter']",https://www.nytimes.com/2020/07/01/magazine/this-giant-blueberry-scone-is-self-care-with-butter-and-flour.html,article,News
America’s Enduring Caste System,2020-07-01,0.7579,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.7579}",Magazine,Our founding ideals promise liberty and equality for all. Our reality is an enduring racial hierarchy that has persisted for centuries.,"['Income Inequality', 'Black People', 'Blacks', 'Minorities', 'Race and Ethnicity', 'Discrimination', 'Caste Systems', 'Civil Rights Movement (1954-68)']",https://www.nytimes.com/2020/07/01/magazine/isabel-wilkerson-caste.html,article,News
I’m a Black American. I Need a Gun to Feel Safe in This Country.,2020-07-01,0.3687,"{'neg': 0.064, 'neu': 0.804, 'pos': 0.132, 'compound': 0.3687}",Opinion,Some Black Americans never considered buying a gun. Until now.,"['Black People', 'Blacks', 'Firearms', 'Black Lives Matter Movement', 'your-feed-opinionvideo']",https://www.nytimes.com/2020/07/01/opinion/black-gun-ownership.html,article,Op-Ed
The Day the White Working Class Turned Republican,2020-07-01,0.2732,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2732}",Books,David Paul Kuhn’s “The Hardhat Riot” recounts a little-remembered event and traces its significance to the politics of the present day.,"['Books and Literature', 'Demonstrations, Protests and Riots', 'Whites', 'Vietnam War', 'United States Politics and Government']",https://www.nytimes.com/2020/07/01/books/review/the-hardhat-riot-david-paul-kuhn.html,article,Review
The Baby-Sitters Club Taught Me Everything I Needed to Know About Literary Fiction,2020-07-01,0.6956,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.6956}",Books,The wildly popular series was marketed to girls. But its nuanced depiction of friendship provided a 9-year-old boy with an education that “boy books” did not.,"['Books and Literature', 'Children and Childhood', 'Women and Girls']",https://www.nytimes.com/2020/07/01/books/review/baby-sitters-club-ann-martin-raina-telgemeier-netflix.html,article,News
Man Falls Through the Floor and Discovers a Well Beneath a Connecticut House,2020-07-01,0.886,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.886}",New York,"Chris Town, 67, was helping a friend move into a house when the floor gave way beneath him. Firefighters rescued him from a 19th-century fieldstone well.","['Rescues', 'Wells', 'Falls']",https://www.nytimes.com/2020/07/01/nyregion/guilford-ct-fire-rescue-well.html,article,News
That Healing Jazz Thing on a Porch in Brooklyn,2020-07-01,0.4404,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.4404}",New York,"For 82 days straight, a diverse group of musicians found their way to a stoop in Flatbush, and everybody followed the sax player. (It was his house.)","['Jazz', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)']",https://www.nytimes.com/2020/07/01/nyregion/coronavirus-musicians-nyc-streets.html,article,News
The World Builds a Wall to Keep America Out,2020-07-01,0.3612,"{'neg': 0.058, 'neu': 0.844, 'pos': 0.098, 'compound': 0.3612}",Opinion,America has no monopoly on success.,"['Immigration and Emigration', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Coronavirus Reopenings']",https://www.nytimes.com/2020/07/01/opinion/us-travel-ban-europe.html,article,Op-Ed
Is Trump Toast?,2020-07-01,-0.3612,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3612}",Opinion,There’s a persuasive argument that the 2020 election is already over.,"['Presidential Election of 2020', 'United States Politics and Government', 'Polls and Public Opinion', 'Voting and Voters']",https://www.nytimes.com/2020/07/01/opinion/trump-lose-2020-election.html,article,Op-Ed
The Perfect Ending to Our Pandemic Honeymoon Road Trip,2020-07-01,0.886,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.886}",New York,The original plan was a drive through the Rust Belt. It turns out that New York City without tourists is a lot like Indianapolis or Toledo. Maybe even better.,"['Honeymoons', 'Cocktails and Mixed Drinks', 'Bars and Nightclubs', 'Travel and Vacations', 'Road Trips', 'Coronavirus (2019-nCoV)']",https://www.nytimes.com/2020/07/01/nyregion/coronavirus-honeymoon-nyc.html,article,News
"We Have to Focus on Opening Schools, Not Bars",2020-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Opinion,Resuming classroom instruction is crucial. Infection control inside and outside classrooms can let it happen.,"['Shutdowns (Institutional)', 'E-Learning', 'Education (K-12)', 'Pediatric Inflammatory Multisystem Syndrome (PIMS)', 'Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)', 'Child Abuse and Neglect', 'Workplace Hazards and Violations', 'Coronavirus Reopenings', 'Masks']",https://www.nytimes.com/2020/07/01/opinion/coronavirus-schools.html,article,Op-Ed
"We Socialize Bailouts. We Should Socialize Successes, Too.",2020-07-01,0.2987,"{'neg': 0.079, 'neu': 0.837, 'pos': 0.084, 'compound': 0.2987}",Opinion,Governments have spent trillions in tough times without creating structures that turn short-term fixes into a more inclusive economy.,"['Income Inequality', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Gross Domestic Product', 'Venture Capital', 'Public-Private Sector Cooperation', 'Innovation']",https://www.nytimes.com/2020/07/01/opinion/inequality-goverment-bailout.html,article,Op-Ed
Talking With Your Teen About Anti-Racism? Be Ready to Listen,2020-07-01,-0.2732,"{'neg': 0.077, 'neu': 0.847, 'pos': 0.075, 'compound': -0.2732}",Well,"Many of today’s teenagers have a keener understanding of what constitutes racism than their predecessors, based on what they have learned both in school and online.","['Content Type: Service', 'Demonstrations, Protests and Riots', 'Discrimination', 'George Floyd Protests (2020)', 'Youth', 'Teenagers and Adolescence', 'Parenting']",https://www.nytimes.com/2020/07/01/well/family/teenagers-anti-racism-parenting.html,article,News
"The Best Movies and TV Shows Coming to Netflix, Amazon and More in July",2020-07-01,0.7096,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.7096}",Arts,"Every month, subscription streaming services add a new batch of titles to their libraries. Here are our picks for July.","['Movies', 'Television']",https://www.nytimes.com/2020/07/01/arts/new-to-stream-netflix.html,article,News
"China’s Software Stalked Uighurs Earlier and More Widely, Researchers Learn",2020-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Technology,"A new report revealed a broad campaign that targeted Muslims in China and their diaspora in other countries, beginning as early as 2013.","['Uighurs (Chinese Ethnic Group)', 'Surveillance of Citizens by Government', 'Cyberwarfare and Defense', 'Mobile Applications', 'Smartphones', 'Computers and the Internet', 'Android (Operating System)', 'Muslims and Islam', 'Privacy']",https://www.nytimes.com/2020/07/01/technology/china-uighurs-hackers-malware-hackers-smartphones.html,article,News
5 Caribbean Destinations Reopening This Summer,2020-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Travel,"As the region reopens, it faces hurricane season, pandemic-related restrictions and the absence of cruise ships.","['Travel and Vacations', 'Summer (Season)', 'Coronavirus Reopenings']",https://www.nytimes.com/article/caribbean-reopening-coronavirus.html,article,News
Progressives Begin New Push to Elevate Supreme Court as a Campaign Issue,2020-07-01,0.765,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.765}",U.S.,The first step in the project is $2 million in ads in competitive states highlighting the consequences for the court if President Trump secures a second term.,"['Presidential Election of 2020', 'United States Politics and Government', 'Courts and the Judiciary']",https://www.nytimes.com/2020/07/01/us/progressives-begin-new-push-to-elevate-supreme-court-as-a-campaign-issue.html,article,News
5 Minutes That Will Make You Love Mozart,2020-07-01,0.6369,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.6369}",Arts,"We asked Mark Hamill, Condoleezza Rice, Mitsuko Uchida and others to pick the music that moves them. Listen to their choices.",['Classical Music'],https://www.nytimes.com/2020/07/01/arts/music/classical-music-mozart.html,article,News
Meet the Supporters Trump Has Lost,2020-07-01,0.0065,"{'neg': 0.053, 'neu': 0.911, 'pos': 0.036, 'compound': 0.0065}",The Upshot,A significant majority of people who voted for him in 2016 are planning to do so again. What is different about those who’ve had a change of heart?,"['Presidential Election of 2020', 'Polls and Public Opinion', 'Voting and Voters', 'George Floyd Protests (2020)', 'Coronavirus (2019-nCoV)']",https://www.nytimes.com/2020/07/01/upshot/poll-trump-defectors-2020-election.html,article,News
"After Internment, a Store Was Born. It’s Still an L.A. Staple.",2020-07-01,-0.25,"{'neg': 0.078, 'neu': 0.863, 'pos': 0.058, 'compound': -0.25}",Magazine,"Bunkado, a gift shop that opened in 1946 in Little Tokyo, tells the story of a Japanese-American family.","['Japanese-Americans', 'World War II (1939-45)', 'Shopping and Retail']",https://www.nytimes.com/2020/07/01/magazine/little-tokyo-bunkado-los-angeles-japanese.html,article,News
Did Floyd Protests Lead to a Virus Surge? Here’s What We Know,2020-07-01,-0.2263,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.2263}",New York,Epidemiologists have braced for a surge of coronavirus cases. But it has not come yet.,"['George Floyd Protests (2020)', 'Coronavirus (2019-nCoV)', 'Disease Rates', 'Quarantines']",https://www.nytimes.com/2020/07/01/nyregion/nyc-coronavirus-protests.html,article,News
"Red, White and Blue When You’re Black",2020-07-01,0.802,"{'neg': 0.03, 'neu': 0.794, 'pos': 0.176, 'compound': 0.802}",Business Day,“I support the protests but I feel like the biggest way I can support the cause and contribute is by keeping this Black-owned business open.”,"['Small Business', 'Independence Day (US) (July 4)', 'George Floyd Protests (2020)']",https://www.nytimes.com/2020/07/01/business/scratch-column-black-july-4.html,article,News
‘A Conflicted Cultural Force’: What It’s Like to Be Black in Publishing,2020-07-01,0.3612,"{'neg': 0.0, 'neu': 0.953, 'pos': 0.047, 'compound': 0.3612}",Books,"An author, literary agent, marketer, publicist, editors and booksellers talk about how race affects their careers — and the books you read.","['Books and Literature', 'Book Trade and Publishing', 'Writing and Writers', 'Black People', 'Blacks', 'Discrimination', 'Hiring and Promotion', 'Black Lives Matter Movement']",https://www.nytimes.com/2020/07/01/books/book-publishing-black.html,article,News
Trump Wants a Backlash. Can He Whip One Into Shape?,2020-07-01,-0.5574,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.5574}",Opinion,"Inevitably, the electorate’s response to the George Floyd protests has begun to run along familiar ideological fault lines.","['Police Reform', 'George Floyd Protests (2020)', 'Demonstrations, Protests and Riots', 'Black Lives Matter Movement', 'Black People', 'Blacks', 'Polls and Public Opinion', 'Police Brutality, Misconduct and Shootings', 'United States Politics and Government', 'Presidential Election of 2020']",https://www.nytimes.com/2020/07/01/opinion/trump-floyd-protests-2020.html,article,Op-Ed
Trump’s New Russia Problem: Unread Intelligence and Missing Strategy,2020-07-01,-0.9201,"{'neg': 0.245, 'neu': 0.711, 'pos': 0.044, 'compound': -0.9201}",U.S.,High-level clearance is not required to see that the list of Russian aggressions in recent weeks rivals some of the worst days of the Cold War.,"['United States International Relations', 'Afghanistan War (2001- )', 'United States Defense and Military Forces', 'United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Embargoes and Sanctions', 'Cyberwarfare and Defense', 'Cold War Era']",https://www.nytimes.com/2020/07/01/us/politics/trump-putin-russia-taliban-bounty.html,article,News Analysis
Why Surviving the Virus Might Come Down to Which Hospital Admits You,2020-07-01,-0.4019,"{'neg': 0.092, 'neu': 0.842, 'pos': 0.066, 'compound': -0.4019}",New York,"In New York City’s poor neighborhoods, some patients have languished in understaffed hospitals, with substandard equipment. It was a different story in Manhattan’s private medical centers.","['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Hospitals', 'Income Inequality']",https://www.nytimes.com/2020/07/01/nyregion/Coronavirus-hospitals.html,article,News
City That Once Guided a Nation Now Shows Its Cracks,2020-07-01,0.1779,"{'neg': 0.032, 'neu': 0.924, 'pos': 0.044, 'compound': 0.1779}",Business Day,"Peoria, Ill., was a place where marketers and politicians honed their messages. The pandemic and protests have made clear the sharply different realities of its Black and white residents.","['George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Black People', 'Blacks', 'Discrimination', 'Income Inequality', 'Shopping and Retail', 'Looting (Crime)', 'Coronavirus Reopenings']",https://www.nytimes.com/2020/07/01/business/protests-peoria.html,article,News
A Nostalgic Look at Independence Days of Yesteryear,2020-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Travel,"Viewed now in the midst of a pandemic, these archival Fourth of July photographs — showing large crowds, close contact and communal celebrations — elicit an added measure of nostalgia.","['Independence Day (US) (July 4)', 'Fireworks', 'Photography']",https://www.nytimes.com/2020/07/01/travel/independence-day-archival-photos.html,article,News
"Living In ... Mahopac, N.Y.",2020-07-01,-0.4215,"{'neg': 0.111, 'neu': 0.837, 'pos': 0.052, 'compound': -0.4215}",Real Estate,"If living in the Putnam County hamlet feels like being on vacation, that’s no accident: It was developed in the 19th century as a summer resort.",['Real Estate and Housing (Residential)'],https://www.nytimes.com/slideshow/2020/07/01/realestate/living-in-mahopac-ny.html,multimedia,Slideshow
"Mahopac, N.Y.: A ‘Bedroom Community’ With an Elegant Past",2020-07-01,0.5267,"{'neg': 0.085, 'neu': 0.774, 'pos': 0.14, 'compound': 0.5267}",Real Estate,"If living in the Putnam County hamlet feels like being on vacation, that’s no accident: It was developed in the 19th century as a summer resort.",['Real Estate and Housing (Residential)'],https://www.nytimes.com/2020/07/01/realestate/mahopac-ny-a-bedroom-community-with-an-elegant-past.html,article,News
"As China Strengthens Grip on Hong Kong, Taiwan Sees a Threat",2020-07-01,0.6605,"{'neg': 0.041, 'neu': 0.828, 'pos': 0.132, 'compound': 0.6605}",World,The sweeping new security law in Hong Kong has further eroded what little support there was in Taiwan for unifying with the mainland.,"['Politics and Government', 'Defense and Military Forces', 'Secession and Independence Movements', 'International Relations']",https://www.nytimes.com/2020/07/01/world/asia/taiwan-china-hong-kong.html,article,News
Is Economic Inequality Really a Problem?,2020-07-01,-0.1603,"{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.1603}",Opinion,"Yes, but the answer is less obvious than you might think.","['Income Inequality', 'Philosophy']",https://www.nytimes.com/2020/07/01/opinion/economic-inequality-moral-philosophy.html,article,Op-Ed
"U.S. Reports Nearly 50,000 New Coronavirus Cases, Another Single-Day Record",2020-07-01,-0.25,"{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.25}",World,"New Zealand’s health minister resigned. As nations try to rebuild their economies, many economists say that Europe may have the edge over the U.S.","['Coronavirus (2019-nCoV)', 'Disease Rates']",https://www.nytimes.com/2020/07/01/world/coronavirus-updates.html,article,News
A Russian Plot to Kill U.S. Soldiers,2020-07-01,-0.8591,"{'neg': 0.26, 'neu': 0.671, 'pos': 0.069, 'compound': -0.8591}",Podcasts,Why intelligence officials suspect Russia of paying militants to kill American troops in Afghanistan.,"['Afghanistan War (2001- )', 'United States Defense and Military Forces', 'Defense and Military Forces']",https://www.nytimes.com/2020/07/01/podcasts/the-daily/russian-bounties-afghanistan.html,article,News
It Isn’t Summer Without Hydrangeas,2020-07-01,-0.2755,"{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.2755}",Real Estate,But they’re not all created equal. Here are some uncommon varieties you may not have considered.,"['Real Estate and Housing (Residential)', 'Gardens and Gardening', 'Flowers and Plants', 'Content Type: Service']",https://www.nytimes.com/2020/07/01/realestate/how-to-grow-hydrangea-uncommon-varieties.html,article,News
An Election Day Success,2020-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Briefing,And what else you need to know today.,[],https://www.nytimes.com/2020/07/01/briefing/colorado-coronavirus-hong-kong-your-wednesday-briefing.html,article,briefing
An Epic Reversal of Fortune,2020-07-01,0.6369,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.6369}",Business Day,"The stock market recorded its best quarter in decades, and the biggest quarter-to-quarter swing since 1932.","['United States Economy', 'Coronavirus (2019-nCoV)', 'Masks', 'Protective Clothing and Gear', 'Mergers, Acquisitions and Divestitures', 'Coronavirus Reopenings', ""Standard & Poor's 500-Stock Index""]",https://www.nytimes.com/2020/07/01/business/dealbook/stocks-quarter-guidance.html,article,News
Biden Says Trump ‘Waved the White Flag’,2020-07-01,-0.128,"{'neg': 0.053, 'neu': 0.907, 'pos': 0.04, 'compound': -0.128}",U.S.,The Democratic challenger goes on offense over the coronavirus: This is your morning tip sheet.,"['Presidential Election of 2020', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",https://www.nytimes.com/2020/07/01/us/politics/biden-trump-coronavirus.html,article,News
Stock Markets Edge Higher,2020-07-01,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Business Day,The latest on stock market and business news during the coronavirus outbreak.,"['Coronavirus (2019-nCoV)', ""Standard & Poor's 500-Stock Index"", 'Economic Conditions and Trends', 'United States Economy', 'Stocks and Bonds']",https://www.nytimes.com/2020/07/01/business/stock-market-today-coronavirus.html,article,News
"In Hong Kong, Arrests and Fear Mark First Day of New Security Law",2020-07-01,-0.7866,"{'neg': 0.164, 'neu': 0.775, 'pos': 0.061, 'compound': -0.7866}",World,"Protesters deleted social media accounts, as formerly allowed speech suddenly became a potential crime. The chill over the city has booksellers, professors and nonprofits questioning their future.","['Politics and Government', 'Hong Kong Protests (2019)', 'News and News Media', 'Human Rights and Human Rights Violations', 'Freedom of Speech and Expression', 'Freedom of the Press', 'Book Trade and Publishing']",https://www.nytimes.com/2020/07/01/world/asia/hong-kong-security-law-china.html,article,News
