ID,song,artist,track_length,track_popularity,valence,danceability,energy,loudness,tempo
2TsD9kSbgYx5fSNRsoNURE,POP STAR (feat. Kevin Gates),DaBaby,183144,56,0.729,0.815,0.76,-4.632,81.537
2beS6dD5rovBxSA1zYoSHR,No Me Conoce - Remix,Jhayco,309120,85,0.562,0.804,0.787,-3.824,91.974
6FZDfxM3a3UCqtzo5pxSLZ,Without Me,Halsey,201660,84,0.533,0.752,0.488,-7.05,136.041
3GX2hFAekmSduZzcS52OnR,iPHONE (with Nicki Minaj),DaBaby,191920,52,0.305,0.733,0.574,-6.409,159.987
3e39X4Q74yJzsYUEeyf4ws,OFF THE RIP,DaBaby,115609,54,0.602,0.801,0.693,-4.002,164.084
0WoAkdHmgPmEXfiBox1flk,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",DaBaby,214893,48,0.838,0.676,0.664,-4.435,161.867
7vxGCUPJhe0fXfBkwVPFcP,REALLY (feat. Stunna 4 Vegas),DaBaby,139500,48,0.608,0.943,0.654,-5.175,100.091
4LH1gsNA3wUS6QKkGZoJN8,XXL,DaBaby,153863,53,0.705,0.914,0.655,-5.333,143.975
0O7mJ0noFBLn8MMUJrFaF1,PROLLY HEARD,DaBaby,143225,47,0.929,0.884,0.783,-2.388,124.052
2y6Ty2NPAsP84XJAtzLxuk,Chicken Noodle Soup (feat. Becky G),j-hope,235497,68,0.167,0.827,0.817,-4.081,97.008
25AEevSO1lu4EKMIP5Sy5p,By My Lonely,Kevin Gates,130612,59,0.443,0.725,0.696,-4.947,147.014
0pegcONe6MuDQRoPCtCBRf,THERE HE GO,DaBaby,143295,47,0.758,0.836,0.747,-3.368,84.435
6Vmb8Ru0BvjWGozOVGApRd,The Ones That Didn’t Make It Back Home,Justin Moore,191018,62,0.468,0.537,0.784,-4.869,137.995
3jbT1Y5MoPwEIpZndDDwVq,Adicto (with Anuel AA & Ozuna),Tainy,270740,78,0.623,0.734,0.836,-4.803,80.002
4guBZjUyrGoHsTahO3IHdj,Did It Again,Lil Tecca,116240,76,0.186,0.686,0.561,-9.929,148.775
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),Polo G,166560,80,0.261,0.772,0.639,-7.119,168.112
7aEtlGHoiPAfRB084NiDmx,Beer Never Broke My Heart,Luke Combs,186733,82,0.637,0.538,0.863,-4.483,77.001
3GJ4hzg4lrGwU51Y3VARbF,Speechless,Dan + Shay,213386,73,0.386,0.616,0.438,-5.968,135.929
2opQESZb7JsRKCvWMBPeuv,Knockin' Boots,Luke Bryan,200066,70,0.643,0.728,0.682,-3.749,131.901
621hMmYrgWG3caSFtbZg2p,Behind Barz - Bonus,Drake,163120,68,0.272,0.854,0.554,-4.684,142.072
2J0NXdHr6MYvKDSxB7k3V2,A Thousand Bad Times,Post Malone,221173,69,0.317,0.632,0.732,-3.498,159.0
5DqdesEfbRyOlSS3Tf6c29,It's You,Ali Gatie,212606,81,0.397,0.732,0.463,-6.972,95.971
6QQtHdz4PNJWQX4nrAQGC9,Slide Away,Miley Cyrus,233654,70,0.289,0.534,0.538,-6.673,148.016
2ogKhhoMClkFXek7ZgxAhN,Shameless,Camila Cabello,219742,85,0.0851,0.377,0.651,-5.437,129.607
4o05DiC0RQ9DNtGJGauwna,Queen of Mean,Descendants 3 – Cast,189397,67,0.343,0.543,0.787,-6.52,173.702
5WA2SHuL5eesmPnYflNzlT,Rearview Town,Jason Aldean,184173,62,0.338,0.526,0.85,-4.47,141.973
5KE9b4x7Zj2A8XtbkqhqTe,Staring At The Sun (feat. SZA),Post Malone,168280,70,0.347,0.724,0.772,-4.389,95.074
0VZe8C7xgAIQC0E0qEVIEh,Mood Swings,A Boogie Wit da Hoodie,156960,59,0.93,0.941,0.676,-5.54,120.073
08tq1XcHwVt5PHXUo87i0D,All To Myself,Dan + Shay,169920,67,0.565,0.646,0.781,-4.616,94.975
1YscJ7yVTlFxW3eF6pv5ba,Allergic,Post Malone,156893,66,0.57,0.665,0.741,-3.694,144.968
6dPyzkyZwoj9LqjQXOFdVv,Press,Cardi B,143791,65,0.243,0.888,0.525,-5.665,133.983
226le7T3p82reYWzsi9Hsz,"1, 2 Many",Luke Combs,180906,75,0.685,0.54,0.821,-3.789,148.798
22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",Panic! At The Disco,169666,70,0.58,0.577,0.833,-3.337,107.936
2cvOfKHOHgwQlLiuLKP2xR,Myself,Post Malone,158120,66,0.405,0.476,0.701,-4.234,163.882
6b2mfHMqWCA74XmUuVJm8r,I Know,Post Malone,141413,68,0.262,0.666,0.603,-5.671,102.94
0KAzP1Rbp0Vz5pw8i1KDDI,Internet,Post Malone,123386,62,0.201,0.469,0.489,-6.071,74.013
3WBY2lhKzkxaG5bNscQrOG,Buy My Own Drinks,Runaway June,206293,52,0.962,0.686,0.9,-4.406,155.963
2bjUEg4jBtKBlPdNrTAppI,Easier,5 Seconds of Summer,158098,71,0.623,0.562,0.46,-4.173,176.055
2zjGJ0dChMR0KxBZS15aqo,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,174100,69,0.312,0.883,0.525,-8.054,99.978
1kK6DwzyXJSp58u5HYWwuD,"Go Loko (feat. Tyga, Jon Z)",YG,299226,66,0.131,0.88,0.67,-5.177,101.008
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,Lana Del Rey,202192,84,0.523,0.641,0.559,-11.132,144.982
6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,178626,86,0.327,0.778,0.317,-10.732,140.048
6foY66mWZN0pSRjZ408c00,Whiskey Glasses,Morgan Wallen,234346,85,0.707,0.614,0.68,-4.58,149.959
1dyxS3YzBbL0t8rEVwVQ1K,God's Country,Blake Shelton,205106,72,0.217,0.538,0.752,-5.106,139.984
5BJMeoCXXgbRAWfp6fTulr,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,176631,74,0.567,0.894,0.511,-4.768,120.077
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,236413,91,0.193,0.615,0.534,-6.719,135.917
643PW82aBMUa1FiWi5VQY7,Babushka Boi,A$AP Rocky,187105,67,0.905,0.897,0.743,-5.446,134.979
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,178426,99,0.564,0.552,0.702,-5.707,169.994
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,170640,78,0.541,0.664,0.316,-10.345,92.875
2oejEp50ZzPuQTQ6v54Evp,Call You Mine,The Chainsmokers,217640,73,0.522,0.585,0.696,-5.6,104.01
1ipyiYqvds0wcaFDTW6N4X,Out Of Luck,Lil Tecca,163266,60,0.337,0.563,0.624,-8.271,152.068
6eSU1exzDvBEXmBRxspeh5,Shots,Lil Tecca,109373,69,0.51,0.829,0.582,-5.721,108.028
0k664IuFwVP557Gnx7RhIl,Juice,Lizzo,195144,75,0.843,0.767,0.889,-2.988,119.93
2B9wgj9XzbJZLty03PRbVo,Bezerk (feat. A$AP Ferg),Big Sean,151066,56,0.265,0.684,0.687,-4.673,184.026
4ElNxglBjcrASiGn58t9Jm,God Only Knows,for KING & COUNTRY,229760,67,0.263,0.597,0.417,-7.952,143.839
2XHzzp1j4IfTNp1FTn7YFg,Love Me,Lil Wayne,255053,84,0.496,0.669,0.634,-6.476,124.906
4t9a07PAghtQMRAIP9FQ7Z,Soltera (Remix),Lunay,266086,76,0.799,0.795,0.783,-4.271,92.01
3pHkh7d0lzM2AldUtz2x37,The Archer,Taylor Swift,211240,83,0.166,0.292,0.574,-9.375,124.344
4y5bvROuBDPr5fuwXbIBZR,Paper Rings,Taylor Swift,222400,87,0.865,0.811,0.719,-6.553,103.979
214nt20w5wOxJnY462klLw,Miss Americana & The Heartbreak Prince,Taylor Swift,234146,85,0.487,0.662,0.747,-6.926,150.088
2YWtcWi3a83pdEg3Gif4Pd,I Think He Knows,Taylor Swift,173386,80,0.416,0.897,0.366,-8.029,100.003
12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,Taylor Swift,287266,82,0.248,0.824,0.624,-9.728,102.012
1LLXZFeAHK9R4xUramtUKw,London Boy,Taylor Swift,190240,82,0.557,0.695,0.71,-6.639,157.925
4AYtqFyFbX0Xkc2wtcygTr,Soon You’ll Get Better (feat. The Chicks),Taylor Swift,201586,74,0.421,0.433,0.182,-12.566,207.476
2dgFqt3w9xIQRjhPtwNk3D,Death By A Thousand Cuts,Taylor Swift,198533,81,0.313,0.712,0.732,-6.754,94.071
1SymEzIT3H8UZfibCs3TYi,Afterglow,Taylor Swift,223293,83,0.399,0.756,0.449,-8.746,111.011
5hQSXkFgbxjZo9uCwd11so,False God,Taylor Swift,200306,79,0.351,0.739,0.32,-10.862,79.97
1fzAuUVbzlhZ1lJAx9PtY6,Daylight,Taylor Swift,293453,85,0.265,0.557,0.496,-9.602,149.983
6voi5xnLs9JKmWG2oLmgDU,Raised on Country,Chris Young,175594,56,0.79,0.572,0.794,-3.224,148.095
1SmiQ65iSAbPto6gPFlBYm,It’s Nice To Have A Friend,Taylor Swift,150440,74,0.545,0.737,0.175,-9.912,70.008
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,223523,72,0.385,0.77,0.882,-4.792,99.991
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",190066,82,0.413,0.554,0.498,-8.866,79.635
59ywHNwwchG4nZJMLyxSzd,Clout (feat. Cardi B),Offset,205803,69,0.424,0.919,0.622,-7.384,140.022
3pTScODwk9tggZzmuH6xDY,What's the Move (feat. Lil Uzi Vert),Young Thug,251080,56,0.412,0.961,0.438,-7.877,124.018
5KYhIFNTp4VQUqlsbLWTTu,Just How It Is,Young Thug,207133,55,0.627,0.611,0.539,-10.617,82.766
6igOR5QCn09zAVF2ikZjsV,Surf (feat. Gunna),Young Thug,184093,57,0.596,0.93,0.561,-8.053,140.987
0zNHMc1cGKe4MO5rtGtKRh,Sup Mate (feat. Future),Young Thug,238026,55,0.521,0.874,0.552,-7.951,147.043
41mzryVlFLlz6b1BCtJAjx,Light It Up,Young Thug,209253,56,0.351,0.953,0.515,-8.546,138.039
1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),Young Thug,149040,69,0.892,0.974,0.596,-8.888,111.959
2KEux6D75xjj6fdabXpeAu,Mac 10,Trippie Redd,127843,53,0.824,0.787,0.619,-7.32,124.09
3d1qN7AHge6BXuVPutcpI5,Some Of It,Eric Church,195146,61,0.824,0.56,0.736,-7.306,79.843
1yBbxDXEfr8boXM1ubvBHi,Ecstasy (feat. Machine Gun Kelly),Young Thug,178240,49,0.603,0.826,0.691,-6.557,162.966
3AEgic4yp82NxMWUjHtxnO,Uno,Ambjaay,109090,61,0.196,0.978,0.477,-8.159,110.002
4hanO6Du5J7QEguNHYZHmw,Daddy (feat. Rich The Kid),Blueface,151146,62,0.479,0.869,0.59,-8.214,107.934
2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,214289,84,0.671,0.687,0.792,-2.749,100.015
7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,Ava Max,187436,82,0.62,0.72,0.706,-4.719,133.002
6zeeWid2sgw4lap2jV61PZ,Better,Khalid,229320,78,0.112,0.596,0.552,-10.278,97.949
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Meek Mill,180522,82,0.544,0.889,0.496,-6.365,86.003
4qQwGRtGT7l6ckQtdPEFd4,Talk You Out Of It,Florida Georgia Line,202920,64,0.558,0.651,0.708,-4.791,119.964
1rX5L6pyl3rVWb55D8Cprr,Gold Roses (feat. Drake),Rick Ross,349600,62,0.552,0.502,0.633,-5.8,83.226
0BnTBAGmr9FtYwkZrwKhwS,Just Us (feat. SZA),DJ Khaled,221378,65,0.566,0.639,0.859,-2.758,93.132
4NmE2ytXI8S2svTRSmEdpO,Small Talk,Katy Perry,161962,56,0.602,0.846,0.631,-5.547,115.999
3doNvO8zrwzcM0PJrcn8Rb,Night Falls,Descendants 3 – Cast,188217,64,0.802,0.72,0.87,-5.155,160.039
1usK5eLBzpQTMwDt8SR2dr,Snake Skin,Trippie Redd,186944,55,0.553,0.669,0.557,-8.835,144.043
6irE4Fbjbry3czv7mTxVSB,24/7 (feat. Ella Mai),Meek Mill,221522,61,0.368,0.657,0.711,-5.355,86.957
5t8M1Ktl6TkrAAKVmYlc3E,Love Ain't,Eli Young Band,187093,63,0.719,0.597,0.856,-4.669,98.023
3XiNC94b4Tq1xwv70sQJGN,Sanguine Paradise,Lil Uzi Vert,243976,72,0.207,0.729,0.603,-6.736,134.972
5rU6kDNXZLXIinFezpbWbO,Tap (feat. Meek Mill),NAV,148278,65,0.452,0.901,0.676,-7.033,85.018
4oM9DGUTrRaXJDypxxHztZ,La La Land (feat. YG),Bryce Vine,177253,65,0.416,0.774,0.473,-5.122,97.953
25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,J Balvin,222346,81,0.939,0.639,0.791,-4.443,92.603
40qi3va3tTNknUEGLvBzD5,Single Again,Various Artists,213733,1,0.252,0.635,0.677,-5.548,94.949
0PQoUlzP7ILdcrzpajHXc0,Worth It,YK Osiris,189253,68,0.459,0.749,0.535,-4.054,124.008
2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga,215733,86,0.323,0.572,0.385,-6.362,95.799
4Wjhj0WjkyECccfHVIgaTq,Trust Issues,Drake,281518,81,0.523,0.421,0.539,-5.456,89.177
0Tacxc5lDJ8LwiO1pWNSl8,The Motion,Drake,240956,64,0.544,0.631,0.788,-7.142,157.769
1qyFlfPREPbRcS2BNszdYI,Dreams Money Can Buy,Drake,253803,58,0.33,0.423,0.587,-6.635,180.331
6MR5IBSNfDmiwnrlQpVw4w,Club Paradise,Drake,283816,58,0.543,0.338,0.729,-6.419,184.174
1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),Ed Sheeran,161746,65,0.91,0.716,0.823,-5.313,151.957
39zWYYZStDgWi32sOU9AX4,Fear Inoculum,TOOL,620101,61,0.16,0.31,0.584,-10.091,86.913
4czcw3NVLY0of5hTD7OufN,Days in The East,Drake,353697,57,0.0361,0.733,0.361,-11.129,94.902
7LikBkHerFGZ58QHVOKp1t,Before I Let Go - Homecoming Live Bonus Track,Beyoncé,240776,62,0.435,0.71,0.842,-5.424,102.994
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,190946,83,0.681,0.579,0.904,-2.729,82.014
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,312820,87,0.446,0.834,0.73,-3.714,155.008
0ZMRWovqypY8OmJ2lT79y6,Elephant Crossing,Edwin Raphael,65108,64,0.039,0.714,0.433,-9.01,120.768
3EtyEzMpfKSaoVhPunvbRV,Leave Me Alone,NF,308651,66,0.46,0.722,0.741,-3.72,162.11
3oLe5ZILASG8vU5dxIMfLY,The Search,NF,248053,77,0.37,0.789,0.789,-4.813,119.95
1ZDmxwg7Lywlx68b7SsJjj,MEGATRON,Nicki Minaj,190746,63,0.771,0.893,0.641,-3.051,94.017
1g3ErLqysBJ5EIGdYYMWFZ,All Day Long,Chance the Rapper,208238,49,0.717,0.767,0.884,-3.674,123.01
67xBtV07CC73eFw7z5oCvU,Do You Remember,Chance the Rapper,236685,51,0.696,0.606,0.655,-6.328,159.824
5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,Pedro Capó,238200,76,0.761,0.826,0.773,-4.218,126.899
7yfi8B8opXjnRh4VZnOkz9,Cool,Jonas Brothers,167106,66,0.62,0.683,0.598,-5.487,78.969
340UVheS8z3ncW9TTUhAbc,Nightmare,Halsey,231998,67,0.538,0.611,0.622,-5.075,146.11
56eGOeSsqdg3FLxdo83TwV,Rumor,Lee Brice,198440,75,0.599,0.655,0.56,-6.857,140.975
3A2yGHWIzmGEIolwonU69h,Act Up,City Girls,158332,69,0.313,0.938,0.638,-4.713,97.075
0pGXe7umwkcCm01Ipoxp0U,GIRL,Maren Morris,250653,59,0.447,0.44,0.793,-3.95,143.603
5w9c2J52mkdntKOmRLeM2m,Con Calma,Daddy Yankee,193226,81,0.656,0.737,0.86,-2.652,93.989
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,213593,84,0.463,0.837,0.364,-11.713,123.984
6MF4tRr5lU8qok8IKaFOBE,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,202040,76,0.163,0.691,0.64,-6.441,138.672
7oqftogUN82Q7VNy2TmTJW,MOOD 4 EVA (feat. Oumou Sangaré),Beyoncé,272068,55,0.709,0.608,0.709,-6.175,105.742
3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos),Mustard,192470,76,0.137,0.682,0.559,-5.545,202.015
0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,207760,68,0.726,0.852,0.666,-6.923,91.046
6jfEZdUJ2Yla6h7gTJgKuo,Walk Me Home,P!nk,177390,67,0.432,0.652,0.453,-6.119,88.038
2KqJC0koTBUyDlsMt5ok1V,Look What God Gave Her,Thomas Rhett,168960,74,0.883,0.739,0.85,-3.966,113.0
6EbduYTr62sSzvl36wWiFM,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,209120,65,0.596,0.631,0.796,-5.35,92.469
7z3dPHwGxeK4fD6fYFDwiS,Like a Rodeo,Kane Brown,201730,62,0.425,0.67,0.661,-6.798,119.985
6ucmgsair6pvRYfwgvI6e0,"SPIRIT - From Disney's ""The Lion King""",Beyoncé,277030,53,0.0447,0.238,0.435,-8.096,78.797
0VsGaRXR5WAzpu51unJTis,Best Part of Me (feat. YEBBA),Ed Sheeran,243266,65,0.239,0.565,0.243,-8.367,81.655
20MuVazoNMv6xjKPnRFOxG,WAKE UP,Travis Scott,231963,72,0.488,0.741,0.645,-5.116,149.07
7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),benny blanco,170769,81,0.329,0.632,0.686,-7.665,89.949
3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,A Boogie Wit da Hoodie,179449,79,0.536,0.791,0.587,-5.075,96.057
36J0iaPDGbYGsHvYpaYs3k,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,169146,68,0.719,0.761,0.586,-5.368,149.804
19kUPdKTp85q9RZNwaXM15,Good as You,Kane Brown,192053,67,0.769,0.626,0.516,-6.05,153.653
5WnfnSpuNEGXyEt78PBA6d,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,217866,68,0.664,0.642,0.647,-6.312,120.749
2wZjsbwmWfNVslgV5afl1L,Out The Mud,Lil Baby,157816,61,0.25,0.746,0.497,-5.785,160.051
14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,Summer Walker,222374,80,0.0897,0.656,0.432,-9.481,97.022
4tc97Wa8SP5f9gaaOar8Kq,Mother's Daughter,Miley Cyrus,219080,69,0.527,0.682,0.866,-4.132,91.017
2uIX8YMNjGMD7441kqyyNU,ocean eyes,Billie Eilish,200560,72,0.157,0.475,0.37,-7.725,144.828
7M2tXmeS15NAzEn7ABFeBg,Homicide (feat. Eminem),Logic,245386,74,0.77,0.694,0.759,-5.667,140.055
0PG9fbaaHFHfre2gUVo7AN,Please Me,Cardi B,200889,76,0.65,0.747,0.57,-6.711,133.992
5rLyYxZNzca00ENADO9m54,When I Grow Up,NF,196800,76,0.247,0.817,0.814,-3.985,109.994
5AnSllIrgGsCZzZJkVnApx,Eyes On You,Chase Rice,182493,70,0.476,0.606,0.652,-6.982,97.155
43eFpXbwWuBcXFkCmvaK76,Bacc At It Again,Yella Beezy,228185,48,0.86,0.95,0.624,-5.725,135.985
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",Ariana Grande,190440,78,0.335,0.726,0.554,-5.29,169.999
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,156346,75,0.181,0.791,0.565,-3.933,99.961
43CFDpciGFDm226POTLEXU,Love Someone,Brett Eldredge,211720,58,0.421,0.423,0.813,-5.011,173.995
3YEbLhXRDPTtctnb3ddg8g,Big Ole Freak,Megan Thee Stallion,214850,62,0.627,0.799,0.699,-7.694,142.979
4U6ubKsTd8RBDP5tPPhh7I,"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)",DJ Khaled,275275,57,0.227,0.479,0.63,-5.628,117.988
7mWFF4gPADjTQjC97CgFVt,Baila Baila Baila - Remix,Ozuna,235284,78,0.49,0.785,0.572,-7.504,100.016
3kCwyvhvVTyehIzYN2I0nF,Omertà,Drake,219506,59,0.685,0.646,0.899,-2.232,164.119
7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,163804,76,0.316,0.661,0.723,-6.976,113.778
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,196077,85,0.198,0.367,0.111,-14.084,82.642
7rvyVWja33WG9R97oeJAjx,Envy Me,Calboy,120133,69,0.584,0.74,0.488,-7.664,149.042
5NfJGBAL9mgFPRQxKJmiX2,Miss Me More,Kelsea Ballerini,192840,66,0.491,0.643,0.72,-7.146,96.028
5F1ZmucV0uJY14y2dYKePa,Sanctuary,Joji,180018,76,0.332,0.552,0.638,-7.474,167.834
35rozLoS6QLE8HX8qswM3k,Rescue Me,Marshmello,237203,61,0.375,0.433,0.905,-2.171,148.149
4PJ3umtW1aWdfh5EITHc6T,Te Robaré,Nicky Jam,201818,71,0.797,0.673,0.752,-3.572,175.997
6ya8ejoKgw906Y8LWclqrp,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,233277,64,0.702,0.671,0.833,-5.152,79.351
2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,Luke Combs,193200,84,0.382,0.551,0.402,-7.431,103.313
5nzhL67GpF9szXWg5y509A,Close Friends (Lil Baby & Gunna),Lil Baby,203881,75,0.698,0.676,0.578,-4.669,158.896
4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eilish,193143,76,0.196,0.905,0.389,-14.505,120.046
6PRh0ilIMEP1xlUHqalnkD,Put a Date On It (feat. Lil Baby),Yo Gotti,195257,53,0.579,0.835,0.659,-5.696,129.93
0vrmHPfoBadXVr2n0m1aqZ,Heaven,Avicii,277261,68,0.516,0.592,0.873,-5.65,122.011
4ANFPo7dzs2DdPuONXC9bp,Please Tell Me,Future,204520,48,0.202,0.881,0.549,-5.589,144.019
3OjNkFFZavF89xvRqWCXmU,On My Way to You,Cody Johnson,213306,66,0.245,0.443,0.538,-5.477,157.97
3xEozpt8pAptvpH69iJhOw,Amor Genuino,Ozuna,178160,60,0.347,0.434,0.314,-7.78,175.077
3tZ4zv4UuenjJGSNUMfBNG,XanaX Damage,Future,104013,54,0.324,0.551,0.609,-8.975,139.084
2QEnZJ8FwpBoyLKcFcgceT,Government Official,Future,150760,48,0.321,0.801,0.774,-5.125,144.988
7eBqSVxrzQZtK2mmgRG6lC,Murder on My Mind,YNW Melly,268434,84,0.74,0.759,0.73,-7.985,115.007
4h7qcXBtaOJnmrapxoWxGf,Isis (feat. Logic),Joyner Lucas,236501,71,0.758,0.884,0.936,-3.931,120.004
4a9tbd947vo9K8Vti9JwcI,Boy With Luv (feat. Halsey),BTS,229773,79,0.803,0.645,0.862,-4.761,119.947
2E2KWu51sMGFJRA2iGL7OF,Shut up About Politics,John Rich,137173,29,0.702,0.664,0.848,-3.528,136.144
5tRa5hnltiyqY63rWOfnO2,Under Enemy Arms,Trippie Redd,162528,53,0.644,0.751,0.756,-5.453,129.954
0bPnT6i9H1p8Vd85GS6Z7I,Night Shift,Jon Pardi,172253,79,0.73,0.63,0.754,-3.564,95.999
2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,288624,82,0.274,0.837,0.636,-7.643,145.972
5GBuCHuPKx6UC7VsSPK0t3,Thotiana,Blueface,129264,66,0.391,0.906,0.382,-12.89,104.025
4cyZWnBdkSitrZcBgiejdP,Higher,DJ Hotday,232960,52,0.786,0.853,0.661,-8.584,88.053
2fVHrSxsQbJUuj9MW9zG1e,Who Do You Love,The Chainsmokers,226733,71,0.475,0.51,0.846,-4.595,139.927
2S1LebN6AXXQqJolBxlWgO,Earth,Lil Dicky,281500,63,0.676,0.694,0.664,-4.649,95.941
1LIqNVhaIgxXUt2eVoIQJ3,HP,Maluma,184435,74,0.618,0.837,0.791,-3.157,91.98
0Rx0DJI556Ix5gBny6EWmn,Paradise,Bazzi,169038,74,0.591,0.844,0.644,-6.273,122.061
6V1bu6o1Yo5ZXnsCJU8Ovk,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,235545,68,0.448,0.851,0.541,-6.825,124.959
4f8Mh5wuWHOsfXtzjrJB3t,I THINK,"Tyler, The Creator",212013,74,0.431,0.826,0.579,-8.241,121.075
0b6UoVjUzFyZNpHI0aAhKt,Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,206498,60,0.309,0.362,0.714,-3.07,67.4
6Dq8FZrvx9S28iyaKSwn9x,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",DJ Khaled,255101,56,0.61,0.614,0.685,-3.684,94.9
5QvBXUm5MglLJ3iBfTX2Wo,RUNNING OUT OF TIME,"Tyler, The Creator",177226,76,0.162,0.36,0.391,-10.6,84.281
51RN0kzWd7xeR4th5HsEtW,IGOR'S THEME,"Tyler, The Creator",200693,69,0.0648,0.467,0.672,-7.371,163.1
0fv2KH6hac06J86hBUTcSf,NEW MAGIC WAND,"Tyler, The Creator",195320,83,0.464,0.621,0.73,-5.414,139.566
1nXZnTALNXiPlvXotqHm66,A BOY IS A GUN*,"Tyler, The Creator",210253,72,0.505,0.417,0.689,-8.302,79.568
6bOkaEXc5CopinGazSLokx,WHAT'S GOOD,"Tyler, The Creator",205626,67,0.449,0.458,0.909,-6.553,118.227
0wEC0GNF74lAqrEFZJMl1m,PUPPET,"Tyler, The Creator",179013,69,0.199,0.508,0.557,-8.967,77.572
6xVhqLT40s5sVhepe9Mckc,Weather the Storm (feat. Meek Mill & Lil Baby),DJ Khaled,153337,49,0.279,0.515,0.802,-2.655,76.069
38nVuIj9mi5a8oopOJhSJk,Here Tonight,Brett Young,216533,61,0.448,0.517,0.776,-5.271,96.002
5qrSlOut2rNAWv3ubArkNy,Be Alright,Dean Lewis,196493,80,0.493,0.551,0.537,-7.595,126.421
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),Lil Baby,145542,85,0.389,0.897,0.662,-6.903,112.511
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,207320,83,0.412,0.717,0.653,-5.634,106.966
5ygDXis42ncn6kYG14lEVG,Baby Shark,Pinkfong,80927,80,0.777,0.829,0.886,-1.746,115.056
3Mnr3yyQk1aUPYgbpOQE31,Make It Sweet,Old Dominion,187000,66,0.554,0.424,0.837,-4.453,180.175
2GlATHCDbLW7xq5BE0Bz5g,Shot Clock,Ella Mai,201609,65,0.434,0.512,0.512,-6.008,95.11
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,180952,78,0.323,0.678,0.533,-10.485,150.455
2x0RZdkZcD8QRI53XT4GI5,SOS (feat. Aloe Blacc),Avicii,157202,75,0.376,0.802,0.645,-6.181,100.001
3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,Billie Eilish,221543,76,0.282,0.853,0.351,-10.198,118.028
4pCEIQ6wBVuaJdER5bALtO,That's a Rack,Lil Uzi Vert,236571,59,0.258,0.852,0.432,-8.04,140.042
