song,artist,counter
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,"{'close': 14, 'animal': 12, 'like': 9, 'wanna': 7, 'body': 7, 'somebody': 6, 'without': 6, 'yeah': 6, 'al': 4, 'know': 3, 'cause': 3, 'want': 3, 'anybody': 3, 'even': 2, 'though': 2, 'stubborn': 2, 'everyone': 2, 'liar': 1, 'start': 1, 'fire': 1, 'alright': 1, 'kick': 1, 'party': 1, 'hate': 1, 'everybody': 1, 'one': 1, 'let': 1, 'keep': 1, 'trouble': 1, 'born': 1, 'wild': 1, 'jungle': 1, 'never': 1, 'come': 1, 'comfort': 1, 'cut': 1, 'bitch': 1, 'bein': 1, 'make': 1, 'fuck': 1, 'undercover': 1, 'cover': 1, 'jump': 1, 'burnin': 1, 'rubber': 1, 'skrrt': 1, 'ice': 1, 'go': 1, 'college': 1, 'price': 1, 'tag': 1, 'poppin': 1, 'private': 1, 'say': 1, 'sorry': 1, 'watchin': 1, 'everything': 1, 'timeless': 1}"
You Say,Lauren Daigle,"{'say': 17, 'believe': 12, 'every': 5, 'thing': 4, 'think': 4, 'love': 3, 'feel': 3, 'strong': 3, 'weak': 3, 'hold': 3, 'fall': 3, 'short': 3, 'belong': 3, 'find': 2, 'oh': 2, 'keep': 1, 'fighting': 1, 'voice': 1, 'mind': 1, 'enough': 1, 'single': 1, 'lie': 1, 'tell': 1, 'never': 1, 'measure': 1, 'sum': 1, 'high': 1, 'low': 1, 'remind': 1, 'need': 1, 'know': 1, 'matter': 1, 'everything': 1, 'worth': 1, 'identity': 1, 'take': 1, 'lay': 1, 'foot': 1, 'failure': 1, 'god': 1, 'victory': 1, 'yes': 1}"
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,"{'yeah': 16, 'body': 10, 'like': 9, 'get': 9, 'nigga': 9, 'back': 8, 'swervin': 8, 'leave': 7, 'thirsty': 6, 'surface': 6, 'make': 6, 'bad': 5, 'day': 5, 'person': 5, 'shit': 4, 'niggas': 4, 'love': 4, 'way': 4, 'think': 4, 'gon': 4, 'london': 3, 'da': 3, 'track': 3, 'look': 3, 'perfect': 3, 'double': 3, 'c': 3, 'purse': 3, 'deserve': 3, 'dm': 3, 'curvin': 3, 'curvy': 3, 'little': 3, 'nervous': 3, 'keep': 3, 'earnings': 3, 'okay': 3, 'want': 3, 'man': 3, 'big': 3, 'mac': 3, 'fuckin': 3, 'run': 2, 'cause': 2, 'turnin': 2, 'worth': 2, 'bitch': 2, 'dirty': 2, 'god': 2, 'swear': 2, 'wanna': 2, 'toe': 2, 'dick': 2, 'freeze': 2, 'alone': 2, 'much': 2, 'mind': 2, 'rock': 2, 'designer': 2, 'scream': 2, 'ap': 2, 'cover': 2, 'diamond': 2, 'baguettes': 2, 'say': 2, 'pull': 2, 'rugers': 2, 'spin': 2, 'block': 2, 'song': 2, 'uh': 1, 'oh': 1, 'got': 1, 'fuck': 1, 'type': 1, 'feel': 1, 'blame': 1, 'ex': 1, 'fall': 1, 'curve': 1, 'new': 1, 'louboutin': 1, 'would': 1, 'bleedin': 1, 'inside': 1, 'pose': 1, 'knee': 1, 'see': 1, 'one': 1, 'enemy': 1, 'cold': 1, 'killer': 1, 'test': 1, 'adrenaline': 1, 'rushin': 1, 'grrat': 1, 'everything': 1, 'right': 1, 'v': 1, 'tint': 1, 'fn': 1, 'clip': 1, 'hollow': 1, 'tip': 1, 'rob': 1, 'still': 1, 'catch': 1, 'waitin': 1, 'lobby': 1, 'give': 1, 'pump': 1, 'flat': 1, 'talkin': 1, 'hot': 1, 'ayy': 1, 'opps': 1, 'try': 1, 'turn': 1, 'used': 1, 'pack': 1, 'long': 1, 'john': 1, 'rap': 1, 'act': 1, 'up': 1, 'forty': 1, 'knock': 1, 'teeth': 1, 'ruger': 1, 'air': 1, 'live': 1, 'life': 1, 'amaze': 1, 'dream': 1, 'name': 1, 'light': 1, 'wait': 1}"
Power Is Power,"SZA, The Weeknd & Travis Scott","{'power': 20, 'cause': 11, 'yeah': 9, 'know': 6, 'slow': 5, 'nothing': 5, 'hurt': 5, 'do': 5, 'knife': 4, 'never': 4, 'go': 4, 'watch': 4, 'burn': 4, 'take': 4, 'crown': 3, 'heart': 3, 'fire': 3, 'rise': 3, 'scar': 3, 'breathe': 3, 'air': 3, 'come': 2, 'heavy': 2, 'way': 2, 'put': 2, 'face': 2, 'around': 2, 'gon': 2, 'oh': 2, 'born': 1, 'ice': 1, 'snow': 1, 'winter': 1, 'wolf': 1, 'dark': 1, 'alone': 1, 'wild': 1, 'night': 1, 'become': 1, 'one': 1, 'mine': 1, 'silence': 1, 'weak': 1, 'cold': 1, 'war': 1, 'bleed': 1, 'let': 1, 'stay': 1, 'place': 1, 'away': 1, 'die': 1, 'lookin': 1, 'ever': 1, 'trust': 1, 'feeling': 1, 'emptiness': 1, 'love': 1, 'could': 1, 'kill': 1, 'god': 1, 'bless': 1, 'feel': 1, 'hotter': 1, 'monster': 1, 'swamp': 1, 'high': 1, 'water': 1, 'keep': 1, 'head': 1, 'might': 1, 'drown': 1, 'world': 1, 'colder': 1, 'day': 1, 'count': 1, 'waitin': 1, 'drag': 1, 'bust': 1, 'gate': 1, 'lil': 1, 'baby': 1, 'slay': 1, 'wore': 1, 'flag': 1, 'nobody': 1, 'safe': 1, 'lift': 1, 'mask': 1, 'see': 1, 'erase': 1, 'lot': 1, 'back': 1, 'danger': 1, 'mind': 1, 'dagger': 1, 'bullet': 1, 'fore': 1, 'right': 1, 'straight': 1, 'queen': 1, 'ooh': 1}"
Middle Child,PnB Rock & XXXTENTACION,"{'bitch': 12, 'yeah': 10, 'nigga': 10, 'talkin': 8, 'round': 6, 'shit': 6, 'hey': 6, 'eem': 5, 'uh': 5, 'mama': 4, 'get': 4, 'house': 4, 'bout': 4, 'lurk': 4, 'perky': 4, 'pocket': 4, 'oh': 3, 'catch': 3, 'fuck': 3, 'swear': 3, 'huh': 3, 'niggas': 3, 'burn': 3, 'buck': 3, 'five': 2, 'boy': 2, 'middle': 2, 'child': 2, 'age': 2, 'young': 2, 'wild': 2, 'first': 2, 'case': 2, 'kick': 2, 'nowhere': 2, 'stay': 2, 'runnin': 2, 'fuckin': 2, 'ridin': 2, 'city': 2, 'really': 2, 'high': 2, 'run': 2, 'blow': 2, 'much': 2, 'cash': 2, 'jean': 2, 'louis': 2, 'v': 2, 'wallet': 2, 'hate': 2, 'watchin': 2, 'pistol': 2, 'band': 2, 'know': 2, 'smoke': 2, 'suck': 2, 'dick': 2, 'new': 2, 'come': 2, 'mud': 2, 'use': 2, 'drug': 2, 'see': 2, 'ah': 1, 'pussy': 1, 'always': 1, 'pull': 1, 'slow': 1, 'stick': 1, 'window': 1, 'look': 1, 'start': 1, 'opp': 1, 'outta': 1, 'bound': 1, 'gon': 1, 'hunnid': 1, 'hold': 1, 'want': 1, 'roll': 1, 'dead': 1, 'bad': 1, 'put': 1, 'throat': 1, 'float': 1, 'ghost': 1, 'bustdown': 1, 'wrist': 1, 'froze': 1, 'ice': 1, 'hoe': 1, 'keep': 1, 'pole': 1, 'slimin': 1, 'like': 1, 'drippin': 1, 'snot': 1, 'nose': 1, 'slatt': 1, 'never': 1, 'show': 1, 'love': 1, 'jugg': 1, 'finesse': 1, 'stand': 1, 'corner': 1, 'selling': 1, 'tell': 1, 'leech': 1, 'nowadays': 1, 'dubbin': 1}"
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,"{'vain': 14, 'actin': 9, 'love': 8, 'want': 8, 'doin': 8, 'fine': 8, 'wanna': 8, 'wait': 7, 'get': 7, 'make': 6, 'time': 6, 'everything': 6, 'blood': 6, 'go': 5, 'always': 4, 'tip': 4, 'tongue': 4, 'somethin': 4, 'right': 4, 'wrong': 4, 'cause': 3, 'enough': 3, 'feel': 3, 'heart': 3, 'tear': 3, 'long': 3, 'hard': 3, 'miss': 3, 'yeah': 2, 'oh': 2, 'fuck': 2, 'crazy': 2, 'addict': 2, 'pain': 2, 'fiendin': 2, 'touchin': 2, 'daily': 2, 'one': 2, 'break': 2, 'tell': 2, 'let': 2, 'spendin': 2, 'uniform': 2, 'like': 2, 'look': 2, 'never': 2, 'come': 2, 'waitin': 2, 'whoa': 1, 'fading': 1, 'fall': 1, 'apart': 1, 'needle': 1, 'sews': 1, 'dreamin': 1, 'non': 1, 'conformity': 1, 'strong': 1, 'year': 1, 'call': 1, 'city': 1, 'head': 1, 'oblivion': 1, 'drink': 1, 'wine': 1, 'pas': 1, 'cry': 1, 'die': 1, 'apple': 1, 'pie': 1, 'six': 1, 'cigarette': 1, 'catch': 1, 'vibe': 1, 'forget': 1}"
Faucet Failure,Ski Mask The Slump God,"{'uh': 29, 'bitch': 15, 'huh': 10, 'cause': 5, 'give': 5, 'chasethemoney': 4, 'get': 4, 'ayy': 4, 'big': 4, 'new': 4, 'cockpit': 4, 'flyer': 4, 'fuckin': 4, 'ostrich': 4, 'wood': 4, 'polish': 4, 'okay': 3, 'nigga': 3, 'like': 3, 'hit': 3, 'lick': 3, 'guy': 3, 'real': 2, 'let': 2, 'make': 2, 'deal': 2, 'chin': 2, 'k': 2, 'buy': 2, 'yup': 2, 'guantanamera': 2, 'goodfella': 2, 'maison': 2, 'margiela': 2, 'kick': 2, 'faucet': 2, 'failure': 2, 'drip': 2, 'ashin': 2, 'pok': 2, 'mon': 2, 'trainer': 2, 'shit': 2, 'put': 2, 'foot': 2, 'sock': 2, 'constructor': 2, 'demolish': 2, 'yes': 2, 'fry': 2, 'woah': 1, 'heh': 1, 'pill': 1, 'rumpelstiltskin': 1, 'hm': 1, 'wanna': 1, 'see': 1, 'purple': 1, 'pickle': 1, 'wind': 1, 'chancletas': 1, 'chinny': 1, 'hotter': 1, 'pepper': 1, 'mint': 1, 'stepper': 1, 'stilt': 1, 'tilt': 1, 'kilt': 1, 'skirt': 1, 'skrrt': 1, 'drift': 1, 'grill': 1, 'lisp': 1, 'diamond': 1, 'dancin': 1, 'fist': 1, 'disc': 1, 'gimme': 1, 'lip': 1, 'rock': 1, 'band': 1, 'kiss': 1, 'remember': 1, 'day': 1, 'x': 1, 'hittin': 1, 'girl': 1, 'disney': 1, 'happy': 1, 'meal': 1, 'pretty': 1, 'please': 1, 'gyp': 1, 'ketchup': 1, 'mcdonalds': 1, 'still': 1, 'sellin': 1, 'pie': 1, 'suit': 1, 'mob': 1, 'tie': 1, 'say': 1, 'want': 1, 'beef': 1, 'pull': 1, 'five': 1, 'fire': 1, 'lil': 1, 'different': 1, 'pumpkin': 1, 'um': 1, 'hol': 1, 'weed': 1}"
Youngblood,5 Seconds Of Summer,"{'yeah': 14, 'say': 14, 'want': 14, 'give': 12, 'need': 12, 'take': 8, 'away': 8, 'youngblood': 7, 'life': 7, 'dead': 7, 'man': 7, 'tonight': 7, 'time': 7, 'ooh': 7, 'push': 6, 'pullin': 6, 'ya': 5, 'cause': 4, 'outta': 4, 'walkin': 4, 'one': 3, 'back': 3, 'crawlin': 3, 'runnin': 3, 'call': 2, 'baby': 2, 'callin': 2, 'mm': 2, 'remember': 1, 'word': 1, 'tell': 1, 'love': 1, 'till': 1, 'day': 1, 'die': 1, 'surrender': 1, 'everything': 1, 'make': 1, 'believe': 1, 'mine': 1, 'use': 1, 'name': 1, 'know': 1, 'beat': 1, 'damn': 1, 'game': 1, 'lately': 1, 'conversation': 1, 'end': 1, 'like': 1, 'last': 1, 'goodbye': 1, 'u': 1, 'get': 1, 'drunk': 1, 'hundred': 1, 'nobody': 1, 'could': 1, 'place': 1, 'lookin': 1, 'stranger': 1, 'hope': 1, 'god': 1, 'see': 1, 'face': 1, 'around': 1}"
Floating,ScHoolboy Q Featuring 21 Savage,"{'float': 93, 'get': 15, 'bitch': 14, 'swag': 6, 'max': 6, 'legs': 6, 'might': 6, 'turn': 6, 'ghost': 6, 'punk': 6, 'yes': 6, 'yeah': 5, 'like': 5, 'straight': 5, 'shit': 4, 'nigga': 4, 'money': 3, 'drop': 2, 'face': 2, 'let': 2, 'take': 2, 'go': 2, 'chopper': 2, 'gon': 2, 'rari': 2, 'ten': 2, 'ayy': 2, 'try': 2, 'bounce': 2, 'right': 2, 'quick': 2, 'learn': 2, 'count': 2, 'keep': 2, 'round': 2, 'thing': 2, 'as': 2, 'run': 2, 'god': 2, 'little': 2, 'come': 2, 'nothing': 2, 'fall': 1, 'transfusion': 1, 'drip': 1, 'sauce': 1, 'everywhere': 1, 'broccoli': 1, 'ziploc': 1, 'tat': 1, 'role': 1, 'model': 1, 'kid': 1, 'bop': 1, 'waist': 1, 'rock': 1, 'woo': 1, 'body': 1, 'bring': 1, 'hell': 1, 'fail': 1, 'product': 1, 'late': 1, 'pussy': 1, 'wait': 1, 'chase': 1, 'break': 1, 'kill': 1, 'pace': 1, 'carti': 1, 'mil': 1, 'safe': 1, 'hand': 1, 'tape': 1, 'toe': 1, 'mud': 1, 'plug': 1, 'wrap': 1, 'tone': 1, 'yellow': 1, 'pill': 1, 'sell': 1, 'seal': 1, 'fact': 1, 'wife': 1, 'emotional': 1, 'motional': 1, 'suppose': 1, 'make': 1, 'hood': 1, 'wonder': 1, 'new': 1, 'house': 1, 'condo': 1, 'shoestring': 1, 'build': 1, 'okay': 1, 'percocet': 1, 'ar': 1, 'tot': 1, 'big': 1, 'blunt': 1, 'smoking': 1, 'maybach': 1, 'joke': 1, 'drive': 1, 'steal': 1, 'broke': 1, 'ford': 1, 'focus': 1, 'ha': 1, 'pay': 1, 'show': 1, 'metal': 1, 'call': 1, 'copper': 1, 'game': 1, 'rapper': 1, 'cause': 1, 'hang': 1, 'around': 1, 'robber': 1, 'problem': 1, 'solve': 1, 'cash': 1, 'stop': 1, 'jog': 1, 'richard': 1, 'milles': 1, 'represent': 1, 'victory': 1, 'still': 1, 'richer': 1, 'wash': 1, 'up': 1, 'mean': 1, 'best': 1, 'friend': 1, 'nibble': 1, 'unless': 1, 'leave': 1, 'hickey': 1, 'dick': 1, 'slaughter': 1, 'gang': 1, 'savage': 1, 'freak': 1, 'hoe': 1, 'punch': 1, 'kiss': 1}"
CHopstix,ScHoolboy Q + Travis Scott,"{'chop': 42, 'chopstick': 34, 'ooh': 13, 'yeah': 12, 'alright': 6, 'bad': 6, 'get': 5, 'high': 3, 'spent': 3, 'love': 3, 'chopsticks': 3, 'legs': 3, 'ayy': 3, 'like': 3, 'bitch': 3, 'watch': 2, 'splash': 2, 'dash': 2, 'cash': 2, 'glide': 2, 'gotta': 2, 'flex': 2, 'habit': 2, 'lit': 2, 'roll': 2, 'dresser': 2, 'stretch': 2, 'em': 2, 'wildin': 2, 'fly': 1, 'car': 1, 'fast': 1, 'soon': 1, 'smooth': 1, 'light': 1, 'trippin': 1, 'might': 1, 'buy': 1, 'two': 1, 'coupe': 1, 'leg': 1, 'luxury': 1, 'optic': 1, 'ex': 1, 'man': 1, 'opp': 1, 'list': 1, 'validate': 1, 'pop': 1, 'shit': 1, 'profile': 1, 'hunnid': 1, 'mile': 1, 'flyin': 1, 'aisle': 1, 'blowin': 1, 'loud': 1, 'beat': 1, 'pussy': 1, 'stab': 1, 'divin': 1, 'mad': 1, 'secure': 1, 'bag': 1, 'need': 1, 'static': 1, 'one': 1, 'function': 1, 'wanna': 1, 'chose': 1, 'foreplay': 1, 'hop': 1, 'black': 1, 'b': 1, 'day': 1, 'make': 1, 'everybody': 1, 'fall': 1, 'jealous': 1, 'bat': 1, 'wing': 1, 'ground': 1, 'pj': 1, 'say': 1, 'five': 1, 'star': 1, 'whatever': 1, 'want': 1, 'fuck': 1, 'good': 1, 'talent': 1, 'pray': 1, 'balance': 1, 'run': 1, 'trial': 1, 'end': 1, 'talkin': 1, 'bout': 1, 'u': 1}"
Light It Up,"Marshmello, Tyga & Chris Brown","{'light': 48, 'yeah': 18, 'bitch': 15, 'real': 14, 'go': 14, 'n': 12, 'finger': 9, 'birthday': 5, 'get': 5, 'ooh': 5, 'drunk': 4, 'throwin': 4, 'middle': 4, 'gon': 4, 'nigga': 4, 'keep': 3, 'want': 3, 'ayy': 3, 'know': 3, 'see': 3, 'mello': 2, 'hit': 2, 'one': 2, 'bop': 2, 'chase': 2, 'loose': 2, 'top': 2, 'beef': 2, 'niggas': 2, 'girl': 2, 'tell': 2, 'smoke': 2, 'as': 2, 'make': 1, 'right': 1, 'pas': 1, 'kush': 1, 'slide': 1, 'dm': 1, 'wanna': 1, 'trap': 1, 'lap': 1, 'dog': 1, 'cat': 1, 'nah': 1, 'pull': 1, 'addy': 1, 'friend': 1, 'change': 1, 'end': 1, 'put': 1, 'grill': 1, 'serve': 1, 'street': 1, 'blah': 1, 'call': 1, 'young': 1, 'beckham': 1, 'cause': 1, 'deep': 1, 'live': 1, 'beat': 1, 'kill': 1, 'eat': 1, 'run': 1, 'hear': 1, 'freak': 1, 'running': 1, 'controllin': 1, 'close': 1, 'mouth': 1, 'face': 1, 'drink': 1, 'straight': 1, 'play': 1, 'stay': 1, 'like': 1, 'air': 1, 'mami': 1, 'nobody': 1, 'push': 1, 'whiskey': 1, 'balanced': 1, 'throw': 1, 'backward': 1, 'clap': 1, 'whoa': 1, 't': 1, 'raw': 1, 'c': 1, 'breezy': 1}"
Numb Numb Juice,ScHoolboy Q,"{'get': 13, 'nigga': 12, 'bitch': 12, 'shit': 7, 'gon': 6, 'yeah': 6, 'like': 5, 'two': 4, 'shoot': 4, 'em': 4, 'talk': 4, 'let': 4, 'numb': 4, 'door': 3, 'coupe': 3, 'hoppin': 3, 'jack': 3, 'in': 3, 'the': 3, 'box': 3, 'find': 2, 'win': 2, 'ayy': 2, 'man': 2, 'jam': 2, 'uh': 2, 'okay': 2, 'woo': 2, 'life': 2, 'fill': 2, 'mute': 2, 'back': 2, 'block': 2, 'juice': 2, 'head': 2, 'fuck': 2, 'opps': 2, 'time': 1, 'coin': 1, 'bar': 1, 'soon': 1, 'slide': 1, 'line': 1, 'straight': 1, 'recline': 1, 'pistol': 1, 'grip': 1, 'kind': 1, 'driver': 1, 'hit': 1, 'answer': 1, 'blowin': 1, 'ganja': 1, 'much': 1, 'work': 1, 'call': 1, 'old': 1, 'school': 1, 'remind': 1, 'ya': 1, 'think': 1, 'kickstand': 1, 'big': 1, 'fan': 1, 'behind': 1, 'slid': 1, 'mean': 1, 'fake': 1, 'pocket': 1, 'hoe': 1, 'steady': 1, 'gossip': 1, 'tell': 1, 'scram': 1, 'pull': 1, 'act': 1, 'hat': 1, 'another': 1, 'come': 1, 'up': 1, 'stay': 1, 'know': 1, 'summer': 1, 'boy': 1, 'mama': 1, 'got': 1, 'plan': 1, 'kill': 1, 'gun': 1, 'sight': 1, 'might': 1, 'fire': 1, 'goal': 1, 'green': 1, 'light': 1, 'build': 1, 'price': 1, 'nice': 1, 'god': 1, 'die': 1, 'see': 1, 'flaws': 1, 'pure': 1, 'form': 1, 'greedy': 1, 'goyard': 1, 'tag': 1, 'hella': 1, 'cash': 1, 'gimme': 1, 'bag': 1, 'zero': 1, 'add': 1, 'class': 1, 'nine': 1, 'subtract': 1, 'crash': 1, 'take': 1}"
Love Me Anyway,P!nk Featuring Chris Stapleton,"{'could': 34, 'love': 9, 'anyway': 5, 'still': 5, 'even': 4, 'would': 3, 'million': 2, 'walk': 2, 'away': 2, 'lose': 2, 'say': 2, 'good': 2, 'hold': 2, 'hurt': 2, 'pick': 2, 'piece': 2, 'see': 1, 'scar': 1, 'break': 1, 'heart': 1, 'mile': 1, 'apart': 1, 'think': 1, 'get': 1, 'noise': 1, 'voice': 1, 'flirt': 1, 'boy': 1, 'bad': 1, 'time': 1, 'girl': 1, 'scandalize': 1, 'cut': 1, 'criticize': 1, 'tell': 1, 'lie': 1, 'aw': 1, 'ooh': 1, 'catch': 1, 'fall': 1, 'rise': 1, 'stay': 1, 'world': 1}"
Stop Snitching,YG,"{'nigga': 117, 'bitch': 76, 'snitch': 25, 'ho': 25, 'get': 6, 'know': 6, 'boom': 4, 'uh': 3, 'oh': 3, 'real': 3, 'shit': 3, 'hate': 3, 'cause': 3, 'gon': 3, 'always': 3, 'bing': 3, 'as': 2, 'say': 2, 'tryna': 2, 'even': 2, 'caught': 2, 'clique': 2, 'whoever': 2, 'raise': 2, 'contemplate': 2, 'think': 2, 'fight': 2, 'run': 2, 'next': 2, 'ayy': 2, 'rap': 2, 'check': 2, 'smell': 1, 'mile': 1, 'away': 1, 'type': 1, 'put': 1, 'make': 1, 'license': 1, 'plate': 1, 'play': 1, 'hide': 1, 'seek': 1, 'conversate': 1, 'love': 1, 'nah': 1, 'bag': 1, 'weight': 1, 'fear': 1, 'heart': 1, 'cooperate': 1, 'stand': 1, 'operate': 1, 'mama': 1, 'girl': 1, 'suck': 1, 'dick': 1, 'pause': 1, 'best': 1, 'friend': 1, 'hittin': 1, 'lick': 1, 'hit': 1, 'everybody': 1, 'go': 1, 'aw': 1, 'good': 1, 'job': 1, 'need': 1, 'slap': 1, 'karma': 1, 'like': 1, 'fact': 1, 'leave': 1, 'house': 1, 'fly': 1, 'today': 1, 'bout': 1, 'come': 1, 'way': 1, 'bop': 1, 'bleed': 1, 'seven': 1, 'day': 1, 'testosterone': 1, 'scar': 1, 'catch': 1, 'fade': 1, 'time': 1, 'see': 1, 'knock': 1, 'sight': 1, 'want': 1, 'beef': 1, 'really': 1, 'slide': 1, 'sheet': 1, 'twice': 1, 'attack': 1, 'pull': 1, 'gun': 1, 'athlete': 1, 'count': 1, 'man': 1, 'pocket': 1, 'fall': 1, 'pillow': 1, 'talk': 1, 'swear': 1, 'god': 1, 'bad': 1, 'alcohol': 1}"
Kill This Love,BLACKPINK,"{'yeah': 29, 'pum': 24, 'love': 14, 'kill': 12, 'sorry': 5, 'let': 5, 'rum': 4, 'look': 3, 'gotta': 3, 'eh': 2, 'uh': 2, 'like': 2, 'smart': 2, 'lucky': 2, 'lie': 2, 'make': 2, 'oh': 2, 'sad': 2, 'true': 2, 'blackpink': 1, 'area': 1, 'hi': 1, 'bye': 1, 'high': 1, 'price': 1, 'test': 1, 'yes': 1, 'come': 1, 'kick': 1, 'door': 1, 'give': 1, 'heaven': 1, 'might': 1, 'get': 1, 'feelin': 1, 'sinner': 1, 'fire': 1, 'go': 1, 'boo': 1, 'hoo': 1, 'say': 1, 'crazy': 1, 'thank': 1, 'baby': 1, 'owe': 1, 'got': 1, 'mess': 1, 'favorite': 1, 'plus': 1, 'sadly': 1, 'dangerous': 1, 'commit': 1, 'cry': 1, 'inside': 1, 'must': 1}"
Better Now,Post Malone,"{'good': 16, 'around': 16, 'let': 16, 'woulda': 16, 'give': 16, 'know': 13, 'say': 12, 'everything': 9, 'cause': 8, 'never': 8, 'mean': 8, 'anything': 8, 'oh': 8, 'life': 5, 'prolly': 4, 'think': 4, 'rollin': 4, 'like': 3, 'keep': 2, 'jonas': 2, 'gonna': 2, 'take': 2, 'big': 2, 'chain': 2, 'love': 2, 'believe': 1, 'would': 1, 'end': 1, 'come': 1, 'second': 1, 'benzo': 1, 'even': 1, 'speakin': 1, 'friend': 1, 'uncles': 1, 'aunt': 1, 'though': 1, 'twenty': 1, 'candle': 1, 'blow': 1, 'em': 1, 'open': 1, 'eye': 1, 'lookin': 1, 'forward': 1, 'rest': 1, 'use': 1, 'picture': 1, 'post': 1, 'bedside': 1, 'dresser': 1, 'sock': 1, 'brother': 1, 'drinkin': 1, 'henny': 1, 'tryna': 1, 'forget': 1, 'get': 1, 'shit': 1, 'outta': 1, 'head': 1, 'see': 1, 'dude': 1, 'seem': 1, 'pretty': 1, 'cool': 1, 'broken': 1, 'go': 1, 'wonder': 1, 'another': 1, 'foreign': 1, 'matter': 1, 'change': 1, 'look': 1, 'back': 1, 'well': 1, 'day': 1, 'promise': 1, 'swear': 1, 'okay': 1}"
Bad Liar,Imagine Dragons,"{'bad': 12, 'liar': 12, 'know': 9, 'oh': 8, 'trust': 6, 'darlin': 6, 'believe': 6, 'problem': 6, 'see': 4, 'seam': 4, 'wish': 4, 'could': 4, 'escape': 4, 'erase': 4, 'askin': 4, 'eye': 3, 'free': 3, 'go': 3, 'year': 2, 'look': 2, 'tell': 2, 'perfect': 2, 'paradise': 2, 'dise': 2, 'tearin': 2, 'wanna': 2, 'fake': 2, 'make': 2, 'heart': 2, 'one': 2, 'please': 2, 'hush': 1, 'dear': 1, 'difficult': 1, 'terror': 1, 'prey': 1, 'innocent': 1, 'victim': 1, 'loveless': 1, 'man': 1, 'three': 1, 'fear': 1, 'integrity': 1, 'faith': 1, 'crocodile': 1, 'tear': 1, 'dreams': 1, 'never': 1, 'mean': 1, 'thing': 1, 'happiness': 1, 'lie': 1, 'diamond': 1, 'ring': 1, 'wage': 1, 'war': 1, 'world': 1, 'inside': 1, 'take': 1, 'gun': 1, 'enemy': 1, 'side': 1, 'eyes': 1, 'breathe': 1, 'want': 1, 'time': 1}"
Slide,French Montana Featuring Blueface & Lil Tjay,"{'slide': 72, 'bitch': 55, 'nigga': 17, 'yeah': 11, 'lil': 10, 'bust': 9, 'deal': 9, 'ya': 9, 'night': 9, 'like': 8, 'know': 7, 'real': 7, 'big': 7, 'gettin': 7, 'butt': 6, 'feel': 6, 'problem': 6, 'haan': 5, 'slidin': 5, 'tell': 5, 'em': 5, 'mothafuckin': 5, 'as': 5, 'fuck': 5, 'baby': 4, 'high': 4, 'coke': 4, 'get': 4, 'slim': 3, 'thick': 3, 'oh': 3, 'shmizzed': 3, 'hell': 3, 'round': 3, 'corner': 3, 'blueface': 2, 'ight': 2, 'montana': 2, 'creepin': 2, 'dippin': 2, 'grass': 2, 'right': 2, 'back': 2, 'could': 2, 'future': 2, 'bright': 2, 'boy': 2, 'ho': 2, 'yo': 2, 'time': 2, 'butter': 2, 'wave': 2, 'still': 2, 'bustin': 2, 'jerome': 2, 'bettis': 2, 'fetty': 2, 'two': 2, 'dick': 2, 'gunshot': 2, 'hear': 1, 'mama': 1, 'scar': 1, 'let': 1, 'inside': 1, 'eight': 1, 'tryna': 1, 'fight': 1, 'see': 1, 'lookin': 1, 'ready': 1, 'pipe': 1, 'give': 1, 'bow': 1, 'respect': 1, 'check': 1, 'fool': 1, 'money': 1, 'love': 1, 'niggas': 1, 'pay': 1, 'mind': 1, 'make': 1, 'movie': 1, 'wastin': 1, 'hustlin': 1, 'cookin': 1, 'look': 1, 'life': 1, 'saw': 1, 'mark': 1, 'flaggin': 1, 'sup': 1, 'max': 1, 'b': 1, 'crew': 1, 'jail': 1, 'say': 1, 'thangs': 1, 'gang': 1, 'vein': 1, 'open': 1, 'tommy': 1, 'gun': 1, 'hilfiger': 1, 'glidin': 1, 'plain': 1, 'jane': 1, 'vvs': 1, 'fuckin': 1, 'fetish': 1, 'cock': 1, 'glock': 1, 'reach': 1, 'piece': 1, 'openin': 1, 'eye': 1, 'bird': 1, 'box': 1, 'ooh': 1, 'start': 1, 'track': 1, 'meet': 1, 'clappin': 1, 'sandal': 1, 'slap': 1, 'foot': 1}"
