song,artist,counter,Vader,TextBlob,VaderBoost,TextBlobBoost,VaderPolarity,TextBlobPolarity,VaderBoostPolarity,TextBlobBoostPolarity,,FullTextBlobPolarity,FullVaderPolarity
There He Go,DaBaby,"{'broke': 1, 'provide': 1}","{'pos': 0, 'neg': 1, 'neu': 1}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 0, 'neg': 0.8, 'neu': 0.8}","{'pos': 0, 'neg': 0, 'neu': 1.6}",0.523809524,1,0.529411765,1,,1.004308488,0.995414947
The Ones That Didn't Make It Back Home,Justin Moore,"{'long': 3, 'forget': 3, 'sure': 3, 'shut': 1, 'amazing': 1}","{'pos': 4, 'neg': 3, 'neu': 4}","{'pos': 4, 'neg': 0, 'neu': 7}","{'pos': 1.5, 'neg': 2.4, 'neu': 3.2}","{'pos': 4.4, 'neg': 0, 'neu': 5.6}",1.14084507,1.563380282,0.842105263,1.771929825,,1.069881202,1.055904962
Did It Again,Lil Tecca,"{'lose': 7, 'ooh': 2, 'prove': 2, 'depend': 1}","{'pos': 0, 'neg': 7, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 12}","{'pos': 0, 'neg': 5.6, 'neu': 4.0}","{'pos': 0, 'neg': 0, 'neu': 9.6}",0.421487603,1,0.422680412,1,,1,0.944134078
Pop Out,Polo G Featuring Lil Tjay,"{'sorry': 3, 'new': 3, 'late': 1, 'tighten': 1, 'swear': 1, 'lose': 1, 'masturbate': 1, 'risked': 1}","{'pos': 0, 'neg': 2, 'neu': 10}","{'pos': 3, 'neg': 4, 'neu': 5}","{'pos': 0, 'neg': 1.6, 'neu': 4.1}","{'pos': 3.6, 'neg': 4.8, 'neu': 4.0}",0.834710744,0.89010989,0.724137931,0.865168539,,0.985245297,0.961991638
Beer Never Broke My Heart,Luke Combs,"{'beautiful': 1, 'sure': 1}","{'pos': 2, 'neg': 0, 'neu': 0}","{'pos': 2, 'neg': 0, 'neu': 0}","{'pos': 0.5, 'neg': 0, 'neu': 0}","{'pos': 2.4, 'neg': 0, 'neu': 0}",21,21,6,25,,0.957476967,1.127897682
Speechless,Dan + Shay,"{'thank': 2, 'happens': 1, 'new': 1}","{'pos': 2, 'neg': 0, 'neu': 2}","{'pos': 1, 'neg': 0, 'neu': 3}","{'pos': 1.6, 'neg': 0, 'neu': 1.0}","{'pos': 1.2, 'neg': 0, 'neu': 2.4}",1.952380952,1.322580645,2.454545455,1.48,,0.975629569,1
Knockin' Boots,Luke Bryan,"{'long': 1, 'cheap': 1}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 1, 'neg': 0, 'neu': 1}","{'pos': 0, 'neg': 0, 'neu': 1.0}","{'pos': 1.2, 'neg': 0, 'neu': 0.8}",1,1.909090909,1,2.333333333,,0.970311727,1.078492936
Behind Barz,Drake,"{'big': 3, 'froze': 2, 'except': 1, 'loyal': 1, 'relax': 1, 'lose': 1, 'attach': 1, 'scratched': 1}","{'pos': 2, 'neg': 1, 'neu': 8}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 1.0, 'neg': 0.8, 'neu': 4.7}","{'pos': 1.2, 'neg': 0, 'neu': 9.2}",1.10989011,1.099009901,1.035714286,1.129032258,,1.04014452,1.050188206
A Thousand Bad Times,Post Malone,"{'hard': 4, 'thank': 3, 'ooh': 1, 'wanted': 1, 'false': 1, 'spend': 1, 'ignore': 1, 'broke': 1, 'chose': 1}","{'pos': 3, 'neg': 6, 'neu': 5}","{'pos': 0, 'neg': 5, 'neu': 9}","{'pos': 2.4, 'neg': 2.6, 'neu': 3.4}","{'pos': 0, 'neg': 6.0, 'neu': 7.2}",0.72972973,0.645390071,0.967213115,0.54887218,,0.933024214,0.965733866
It's You,Ali Gatie,"{'please': 7, 'delicate': 3, 'broken': 1, 'choose': 1, 'speaks': 1}","{'pos': 7, 'neg': 1, 'neu': 5}","{'pos': 0, 'neg': 4, 'neu': 9}","{'pos': 5.6, 'neg': 0.8, 'neu': 2.3}","{'pos': 0, 'neg': 4.4, 'neu': 7.2}",1.983606557,0.694656489,2.5,0.623931624,,1.01934236,1.19388516
Slide Away,Miley Cyrus,"{'woo': 6, 'ooh': 6, 'paralyze': 2, 'grown': 2}","{'pos': 6, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 0, 'neu': 16}","{'pos': 4.8, 'neg': 0, 'neu': 8.0}","{'pos': 0, 'neg': 0, 'neu': 12.8}",1.594059406,1,1.592592593,1,,1.058027079,1.032237266
Shameless,Camila Cabello,"{'long': 3, 'afraid': 3, 'write': 3, 'erase': 3, 'many': 2, 'confused': 2, 'speak': 1, 'forgiven': 1}","{'pos': 1, 'neg': 2, 'neu': 15}","{'pos': 2, 'neg': 5, 'neu': 11}","{'pos': 0.8, 'neg': 1.6, 'neu': 9.2}","{'pos': 2.4, 'neg': 5.2, 'neu': 8.8}",0.941520468,0.813664596,0.926605505,0.80141844,,1.005583473,0.905607996
Queen Of Mean,Sarah Jeffery,"{'deserve': 2, 'tired': 1, 'happy': 1, 'follow': 1, 'ask': 1, 'overwhelm': 1, 'hotter': 1, 'wicked': 1, 'magnetic': 1, 'unsure': 1, 'promising': 1, 'expensive': 1, 'lose': 1, 'sit': 1, 'learn': 1}","{'pos': 2, 'neg': 5, 'neu': 9}","{'pos': 2, 'neg': 2, 'neu': 12}","{'pos': 1.0, 'neg': 2.9, 'neu': 5.5}","{'pos': 2.0, 'neg': 2.0, 'neu': 11.2}",0.787234043,1,0.776470588,1,,0.908651263,0.923119165
Rearview Town,Jason Aldean,"{'broken': 2, 'wiped': 1, 'threw': 1, 'stuck': 1, 'disappear': 1, 'hard': 1, 'new': 1}","{'pos': 0, 'neg': 5, 'neu': 3}","{'pos': 1, 'neg': 3, 'neu': 4}","{'pos': 0, 'neg': 3.4, 'neu': 1.8}","{'pos': 1.2, 'neg': 2.8, 'neu': 3.2}",0.382716049,0.718309859,0.358490566,0.737704918,,1,0.947414549
Staring At The Sun,Post Malone Featuring SZA,"{'become': 3, 'warn': 3, 'lose': 2, 'slow': 1, 'reminded': 1, 'listen': 1}","{'pos': 0, 'neg': 5, 'neu': 6}","{'pos': 0, 'neg': 1, 'neu': 10}","{'pos': 0, 'neg': 4.0, 'neu': 4.8}","{'pos': 0, 'neg': 0.8, 'neu': 8.0}",0.54954955,0.90990991,0.550561798,0.91011236,,0.957173448,1.015735641
I'm Gonna Be,Post Malone,"{'ooh': 7, 'hard': 5, 'long': 3, 'live': 1, 'comfortable': 1}","{'pos': 1, 'neg': 5, 'neu': 11}","{'pos': 2, 'neg': 5, 'neu': 10}","{'pos': 0.2, 'neg': 1.2, 'neu': 8.8}","{'pos': 2.0, 'neg': 6.0, 'neu': 8.0}",0.751552795,0.801324503,0.900990099,0.716312057,,0.970813572,1.065279478
Mood Swings,A Boogie Wit da Hoodie,"{'big': 5, 'caught': 2, 'nasty': 2, 'sexy': 2, 'lose': 2, 'tight': 1, 'analyze': 1}","{'pos': 2, 'neg': 4, 'neu': 9}","{'pos': 2, 'neg': 3, 'neu': 10}","{'pos': 0.5, 'neg': 2.1, 'neu': 3.8}","{'pos': 2.4, 'neg': 3.6, 'neu': 10.0}",0.847328244,0.923664122,0.733333333,0.912408759,,0.973810563,1.064967516
All To Myself,Dan + Shay,"{'long': 3, 'tight': 1, 'sing': 1, 'selfish': 1}","{'pos': 0, 'neg': 1, 'neu': 5}","{'pos': 0, 'neg': 2, 'neu': 4}","{'pos': 0, 'neg': 0.2, 'neu': 3.4}","{'pos': 0, 'neg': 2.4, 'neu': 3.2}",0.836065574,0.672131148,0.945945946,0.578947368,,0.93754879,0.983347211
Allergic,Post Malone,"{'allergic': 8, 'sad': 5, 'believe': 3, 'erase': 1, 'sober': 1, 'hard': 1}","{'pos': 0, 'neg': 14, 'neu': 5}","{'pos': 0, 'neg': 6, 'neu': 13}","{'pos': 0, 'neg': 3.4, 'neu': 4.0}","{'pos': 0, 'neg': 7.2, 'neu': 13.6}",0.267015707,0.685863874,0.546666667,0.655502392,,0.912609238,0.831387808
Press,Cardi B,"{'woo': 11, 'new': 5, 'bulletproof': 2, 'please': 2, 'cheap': 2, 'pressed': 1, 'knew': 1, 'foreign': 1, 'hot': 1, 'chopped': 1, 'send': 1, 'ordered': 1, 'long': 1, 'ask': 1, 'sit': 1, 'big': 1}","{'pos': 13, 'neg': 0, 'neu': 20}","{'pos': 8, 'neg': 1, 'neu': 24}","{'pos': 10.4, 'neg': 0, 'neu': 10.4}","{'pos': 9.6, 'neg': 1.2, 'neu': 19.6}",1.646766169,1.278884462,1.99047619,1.401913876,,1.006918021,0.970706701
"1, 2 Many",Luke Combs & Brooks & Dunn,"{'many': 4, 'wide': 3, 'long': 1, 'loose': 1, 'quit': 1}","{'pos': 0, 'neg': 1, 'neu': 9}","{'pos': 4, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 0.8, 'neu': 3.3}","{'pos': 4.8, 'neg': 0, 'neu': 6.0}",0.900990099,1.655737705,0.80952381,1.786885246,,0.975323874,1.031230481
"Hey Look Ma, I Made It",Panic! At The Disco,"{'believe': 4, 'late': 2, 'pray': 2, 'lose': 2, 'happy': 1, 'celebrate': 1, 'loyal': 1, 'wide': 1, 'awake': 1}","{'pos': 5, 'neg': 2, 'neu': 8}","{'pos': 2, 'neg': 2, 'neu': 11}","{'pos': 2.9, 'neg': 1.6, 'neu': 4.7}","{'pos': 2.4, 'neg': 2.4, 'neu': 9.2}",1.297029703,1,1.203125,1,,1.077410274,1.119313945
Myself,Post Malone,"{'live': 3, 'spent': 3, 'believe': 1}","{'pos': 0, 'neg': 0, 'neu': 7}","{'pos': 3, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 5.6}","{'pos': 2.4, 'neg': 0, 'neu': 3.2}",1,1.731707317,1,1.727272727,,1.031545741,1.077691454
I Know,Post Malone,"{'discover': 2, 'precise': 2, 'listen': 2, 'explain': 2, 'learn': 1, 'ooh': 1, 'lose': 1}","{'pos': 0, 'neg': 1, 'neu': 10}","{'pos': 2, 'neg': 0, 'neu': 9}","{'pos': 0, 'neg': 0.8, 'neu': 6.9}","{'pos': 2.4, 'neg': 0, 'neu': 7.2}",0.90990991,1.21978022,0.897435897,1.328767123,,1,0.966035905
Internet,Post Malone,"{'ooh': 6, 'guessed': 1, 'live': 1, 'dangerous': 1, 'late': 1}","{'pos': 0, 'neg': 1, 'neu': 9}","{'pos': 1, 'neg': 2, 'neu': 7}","{'pos': 0, 'neg': 0.2, 'neu': 6.6}","{'pos': 0.8, 'neg': 2.4, 'neu': 5.6}",0.900990099,0.89010989,0.971014493,0.802469136,,0.942911513,1.021715527
Buy My Own Drinks,Runaway June,"{'ask': 1, 'medicate': 1}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 0, 'neg': 0, 'neu': 1.6}","{'pos': 0, 'neg': 0, 'neu': 1.6}",1,1,1,1,,1.038230475,1.023242301
Easier,5 Seconds Of Summer,"{'easy': 16, 'beautiful': 5, 'hard': 4, 'breathe': 2}","{'pos': 21, 'neg': 4, 'neu': 2}","{'pos': 21, 'neg': 4, 'neu': 2}","{'pos': 5.0, 'neg': 1.0, 'neu': 1.6}","{'pos': 25.2, 'neg': 4.8, 'neu': 1.6}",3.786885246,3.786885246,2.481481481,4.138461538,,1.15142338,1.096327514
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie","{'told': 5, 'easy': 4, 'ask': 4, 'relax': 4, 'new': 2, 'up': 1, 'thank': 1, 'understand': 1}","{'pos': 9, 'neg': 0, 'neu': 13}","{'pos': 6, 'neg': 0, 'neu': 16}","{'pos': 5.0, 'neg': 0, 'neu': 9.3}","{'pos': 7.2, 'neg': 0, 'neu': 12.8}",1.687022901,1.372670807,1.531914894,1.558139535,,0.997102289,0.97591087
Go Loko,"YG, Tyga & Jon Z","{'big': 2, 'hard': 1, 'drown': 1, 'behave': 1, 'eat': 1, 'woo': 1}","{'pos': 1, 'neg': 2, 'neu': 4}","{'pos': 0, 'neg': 1, 'neu': 6}","{'pos': 0.8, 'neg': 1.0, 'neu': 2.1}","{'pos': 0, 'neg': 1.2, 'neu': 5.6}",0.836065574,0.85915493,0.9375,0.826086957,,1,0.962439635
Doin' Time,Lana Del Rey,"{'easy': 4, 'agree': 4, 'qualified': 4, 'represent': 4, 'hard': 4, 'harder': 4, 'hotter': 1}","{'pos': 8, 'neg': 4, 'neu': 13}","{'pos': 4, 'neg': 4, 'neu': 17}","{'pos': 4.2, 'neg': 1.0, 'neu': 7.6}","{'pos': 4.8, 'neg': 4.8, 'neu': 15.6}",1.233918129,1,1.367816092,1,,0.967341607,1.122982321
7 Rings,Ariana Grande,"{'write': 2, 'solve': 2, 'sad': 1, 'sing': 1, 'big': 1, 'new': 1}","{'pos': 2, 'neg': 1, 'neu': 5}","{'pos': 1, 'neg': 1, 'neu': 6}","{'pos': 1.6, 'neg': 0.2, 'neu': 2.9}","{'pos': 1.2, 'neg': 1.2, 'neu': 5.2}",1.163934426,1,1.4375,1,,1.008845644,1.163072067
Whiskey Glasses,Morgan Wallen,"{'new': 3, 'pour': 2, 'sing': 2, 'strong': 2, 'swear': 1}","{'pos': 2, 'neg': 0, 'neu': 8}","{'pos': 5, 'neg': 0, 'neu': 5}","{'pos': 0.5, 'neg': 0, 'neu': 4.7}","{'pos': 6.0, 'neg': 0, 'neu': 4.0}",1.24691358,1.980392157,1.104166667,2.463414634,,1.029080334,1.033569564
God's Country,Blake Shelton,"{'muddy': 4, 'baptize': 4, 'pray': 1, 'thank': 1, 'bring': 1, 'proud': 1}","{'pos': 3, 'neg': 0, 'neu': 9}","{'pos': 1, 'neg': 0, 'neu': 11}","{'pos': 1.8, 'neg': 0, 'neu': 7.2}","{'pos': 1.2, 'neg': 0, 'neu': 8.8}",1.32967033,1.09009009,1.246575342,1.134831461,,1.066261734,1.132450331
Shotta Flow,NLE Choppa,"{'heard': 3, 'extend': 1, 'long': 1, 'knew': 1, 'tame': 1, 'dangerous': 1, 'ooh': 1, 'many': 1, 'confuse': 1, 'hot': 1, 'new': 1}","{'pos': 1, 'neg': 2, 'neu': 10}","{'pos': 3, 'neg': 2, 'neu': 8}","{'pos': 0.8, 'neg': 1.0, 'neu': 6.3}","{'pos': 3.6, 'neg': 2.0, 'neu': 6.4}",0.917355372,1.099009901,0.972972973,1.188235294,,1.003354579,1.08330178
ME!,Taylor Swift Featuring Brendon Urie,"{'ooh': 32, 'follow': 1, 'tend': 1, 'ran': 1}","{'pos': 0, 'neg': 0, 'neu': 35}","{'pos': 0, 'neg': 0, 'neu': 35}","{'pos': 0, 'neg': 0, 'neu': 28.0}","{'pos': 0, 'neg': 0, 'neu': 28.0}",1,1,1,1,,1.054829186,1.166587339
Babushka Boi,A$AP Rocky,"{'dedicate': 4, 'please': 2, 'many': 2, 'expect': 2, 'breastes': 2, 'bake': 1, 'new': 1, 'become': 1, 'pray': 1}","{'pos': 3, 'neg': 0, 'neu': 13}","{'pos': 3, 'neg': 0, 'neu': 13}","{'pos': 2.4, 'neg': 0, 'neu': 8.7}","{'pos': 3.6, 'neg': 0, 'neu': 10.4}",1.229007634,1.229007634,1.272727273,1.342857143,,0.994683679,1.056785917
Cruel Summer,Taylor Swift,"{'ooh': 6, 'new': 3, 'snuck': 2, 'slow': 1, 'bleed': 1, 'hear': 1, 'heard': 1}","{'pos': 0, 'neg': 0, 'neu': 15}","{'pos': 3, 'neg': 1, 'neu': 11}","{'pos': 0, 'neg': 0, 'neu': 10.3}","{'pos': 3.6, 'neg': 0.8, 'neu': 8.8}",1,1.165289256,1,1.288659794,,1.019694732,1.037017451
I Forgot That You Existed,Taylor Swift,"{'forget': 5, 'forgot': 4, 'exist': 4, 'peaceful': 3, 'live': 2, 'existed': 2, 'many': 1, 'spend': 1, 'happen': 1, 'laughed': 1, 'send': 1, 'hard': 1}","{'pos': 4, 'neg': 6, 'neu': 16}","{'pos': 7, 'neg': 1, 'neu': 18}","{'pos': 1.5, 'neg': 4.2, 'neu': 12.2}","{'pos': 7.2, 'neg': 1.2, 'neu': 14.4}",0.909502262,1.314136126,0.836363636,1.382165605,,1.105667627,1
Call You Mine,The Chainsmokers & Bebe Rexha,"{'ooh': 13, 'live': 4, 'believe': 2, 'bring': 2, 'broke': 1}","{'pos': 0, 'neg': 1, 'neu': 21}","{'pos': 4, 'neg': 0, 'neu': 18}","{'pos': 0, 'neg': 0.8, 'neu': 16.8}","{'pos': 3.2, 'neg': 0, 'neu': 14.4}",0.954751131,1.220994475,0.95480226,1.220689655,,1.024260068,0.990152634
Out Of Luck,Lil Tecca,"{'attract': 4, 'appreciate': 2, 'remember': 2, 'proud': 2, 'demonstrate': 2, 'swear': 1, 'immature': 1, 'grow': 1, 'accuse': 1, 'hear': 1, 'thank': 1, 'bless': 1}","{'pos': 10, 'neg': 1, 'neu': 8}","{'pos': 2, 'neg': 0, 'neu': 17}","{'pos': 6.9, 'neg': 0.8, 'neu': 5.8}","{'pos': 2.4, 'neg': 0, 'neu': 14.0}",1.989010989,1.116959064,1.910447761,1.170212766,,0.98519067,1.058309038
Shots,Lil Tecca,"{'ooh': 9, 'send': 6, 'attract': 2, 'ask': 1, 'commit': 1}","{'pos': 3, 'neg': 0, 'neu': 16}","{'pos': 0, 'neg': 0, 'neu': 19}","{'pos': 2.4, 'neg': 0, 'neu': 12.8}","{'pos': 0, 'neg': 0, 'neu': 15.2}",1.186335404,1,1.186046512,1,,1.042083114,1.070134424
Juice,Lizzo,"{'ooh': 6, 'loose': 3, 'heard': 2, 'please': 1, 'lose': 1}","{'pos': 1, 'neg': 4, 'neu': 8}","{'pos': 0, 'neg': 0, 'neu': 13}","{'pos': 0.8, 'neg': 3.2, 'neu': 6.4}","{'pos': 0, 'neg': 0, 'neu': 10.4}",0.752066116,1,0.75257732,1,,1.022943297,0.937521694
Bezerk,Big Sean Featuring A$AP Ferg & Hit-Boy,"{'woo': 8, 'many': 2, 'preach': 2, 'bless': 1, 'teaming': 1, 'tried': 1, 'new': 1, 'ask': 1, 'fucked': 1, 'stayed': 1, 'bring': 1, 'reimburse': 1, 'big': 1}","{'pos': 9, 'neg': 1, 'neu': 12}","{'pos': 3, 'neg': 1, 'neu': 18}","{'pos': 7.2, 'neg': 0.8, 'neu': 7.4}","{'pos': 3.6, 'neg': 0.8, 'neu': 14.8}",1.610687023,1.104712042,1.771084337,1.178343949,,1.02490217,0.996227839
God Only Knows,for KING & COUNTRY,"{'afraid': 2, 'believe': 2, 'ashamed': 2, 'misunderstood': 2, 'wide': 1, 'awake': 1, 'asleep': 1}","{'pos': 0, 'neg': 4, 'neu': 7}","{'pos': 0, 'neg': 2, 'neu': 9}","{'pos': 0, 'neg': 2.1, 'neu': 3.4}","{'pos': 0, 'neg': 2.4, 'neu': 8.8}",0.63963964,0.81981982,0.625,0.787610619,,1.24512885,1.404114622
Love Me,Lil Tecca,"{'big': 1, 'pray': 1, 'replace': 1, 'loyal': 1, 'long': 1}","{'pos': 2, 'neg': 0, 'neu': 3}","{'pos': 1, 'neg': 0, 'neu': 4}","{'pos': 1.0, 'neg': 0, 'neu': 1.8}","{'pos': 1.2, 'neg': 0, 'neu': 3.6}",1.64516129,1.243902439,1.526315789,1.324324324,,1.063916328,1.154738878
The Archer,Taylor Swift,"{'easy': 2, 'grow': 1, 'invisible': 1}","{'pos': 2, 'neg': 0, 'neu': 2}","{'pos': 2, 'neg': 0, 'neu': 2}","{'pos': 0.5, 'neg': 0, 'neu': 1.0}","{'pos': 2.4, 'neg': 0, 'neu': 2.0}",1.952380952,1.952380952,1.454545455,2.142857143,,1.146425495,1
Paper Rings,Taylor Swift,"{'marry': 4, 'except': 4, 'long': 2, 'dirty': 2, 'breathe': 1, 'outdoor': 1}","{'pos': 0, 'neg': 2, 'neu': 12}","{'pos': 0, 'neg': 2, 'neu': 12}","{'pos': 0, 'neg': 1.6, 'neu': 9.0}","{'pos': 0, 'neg': 1.6, 'neu': 10.0}",0.858156028,0.858156028,0.85046729,0.863247863,,1.020824656,1.066934404
Miss Americana & The Heartbreak Prince,Taylor Swift,"{'sad': 3, 'likely': 3, 'lose': 2, 'adore': 1, 'hopeless': 1, 'long': 1, 'losing': 1, 'hung': 1, 'seem': 1, 'depress': 1}","{'pos': 1, 'neg': 8, 'neu': 6}","{'pos': 0, 'neg': 3, 'neu': 12}","{'pos': 0.8, 'neg': 4.2, 'neu': 3.1}","{'pos': 0, 'neg': 3.6, 'neu': 11.2}",0.503546099,0.801324503,0.540540541,0.758389262,,1.017308524,0.947848761
I Think He Knows,Taylor Swift,"{'bless': 14, 'understand': 4, 'follow': 2}","{'pos': 14, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 20}","{'pos': 11.2, 'neg': 0, 'neu': 4.8}","{'pos': 0, 'neg': 0, 'neu': 16.0}",3.295081967,1,3.285714286,1,,0.9847793,1.171496156
Cornelia Street,Taylor Swift,"{'lose': 5, 'terrify': 3, 'mystify': 2, 'strong': 1, 'fresh': 1, 'bless': 1, 'memorize': 1, 'sit': 1, 'sacred': 1, 'new': 1, 'become': 1, 'listen': 1, 'mystified': 1}","{'pos': 3, 'neg': 8, 'neu': 9}","{'pos': 3, 'neg': 0, 'neu': 17}","{'pos': 1.3, 'neg': 6.4, 'neu': 6.1}","{'pos': 3.6, 'neg': 0, 'neu': 14.0}",0.707602339,1.175438596,0.595238095,1.255319149,,1,0.995002499
London Boy,Taylor Swift,"{'ooh': 6, 'enjoy': 3, 'met': 3, 'heard': 2, 'please': 2, 'happen': 1, 'live': 1, 'threaten': 1}","{'pos': 5, 'neg': 1, 'neu': 13}","{'pos': 4, 'neg': 0, 'neu': 15}","{'pos': 4.0, 'neg': 0.8, 'neu': 10.4}","{'pos': 3.2, 'neg': 0, 'neu': 12.0}",1.283687943,1.264900662,1.283185841,1.26446281,,1.137684855,1.225151016
Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,"{'ooh': 12, 'pray': 2, 'suppose': 2, 'nicer': 1, 'brighten': 1}","{'pos': 4, 'neg': 0, 'neu': 14}","{'pos': 0, 'neg': 0, 'neu': 18}","{'pos': 2.6, 'neg': 0, 'neu': 11.2}","{'pos': 0, 'neg': 0, 'neu': 14.8}",1.283687943,1,1.230088496,1,,1.090826521,1.144092219
Death By A Thousand Cuts,Taylor Swift,"{'long': 2, 'ask': 2, 'write': 1, 'united': 1, 'thin': 1}","{'pos': 1, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 1, 'neu': 6}","{'pos': 0.8, 'neg': 0, 'neu': 4.8}","{'pos': 0, 'neg': 0.8, 'neu': 4.8}",1.163934426,0.85915493,1.163265306,0.859649123,,1.042143287,0.97485858
Afterglow,Taylor Swift,"{'lose': 7, 'ooh': 6, 'sorry': 3, 'blew': 1, 'excruciate': 1, 'live': 1, 'punish': 1}","{'pos': 0, 'neg': 9, 'neu': 11}","{'pos': 1, 'neg': 3, 'neu': 16}","{'pos': 0, 'neg': 7.2, 'neu': 7.1}","{'pos': 0.8, 'neg': 3.6, 'neu': 12.8}",0.552238806,0.895287958,0.5,0.83030303,,1.028964518,0.935298347
False God,Taylor Swift,"{'false': 6, 'remember': 2, 'warn': 2, 'hard': 2, 'lose': 2, 'new': 1, 'beg': 1}","{'pos': 0, 'neg': 6, 'neu': 10}","{'pos': 1, 'neg': 8, 'neu': 7}","{'pos': 0, 'neg': 3.7, 'neu': 4.1}","{'pos': 1.2, 'neg': 9.6, 'neu': 5.6}",0.627329193,0.536423841,0.53164557,0.450980392,,0.978432782,1.175284838
Daylight,Taylor Swift,"{'long': 3, 'believe': 3, 'wide': 2, 'awake': 2, 'new': 2, 'afraid': 2, 'live': 1, 'many': 1, 'unlucky': 1, 'become': 1, 'wicked': 1, 'breathe': 1, 'brighter': 1, 'intertwine': 1, 'define': 1}","{'pos': 1, 'neg': 1, 'neu': 21}","{'pos': 4, 'neg': 2, 'neu': 17}","{'pos': 0.2, 'neg': 0.2, 'neu': 12.3}","{'pos': 4.4, 'neg': 2.4, 'neu': 15.6}",1,1.104712042,1,1.110497238,,1.032392411,1.051139005
Raised On Country,Chris Young,"{'listen': 3, 'sing': 3, 'southern': 1, 'survive': 1, 'learn': 1, 'live': 1, 'proud': 1}","{'pos': 1, 'neg': 0, 'neu': 10}","{'pos': 2, 'neg': 0, 'neu': 9}","{'pos': 0.2, 'neg': 0, 'neu': 7.4}","{'pos': 2.0, 'neg': 0, 'neu': 7.6}",1.099009901,1.21978022,1.026666667,1.25974026,,1.013236267,1.067521945
It's Nice To Have A Friend,Taylor Swift,{'ooh': 10},"{'pos': 0, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 0, 'neu': 10}","{'pos': 0, 'neg': 0, 'neu': 8.0}","{'pos': 0, 'neg': 0, 'neu': 8.0}",1,1,1,1,,1.109622412,1.29957204
Never Really Over,Katy Perry,"{'meant': 2, 'lose': 1, 'rewire': 1}","{'pos': 0, 'neg': 1, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0.8, 'neu': 2.4}","{'pos': 0, 'neg': 0, 'neu': 3.2}",0.756097561,1,0.757575758,1,,1.070019096,1.035906643
EARFQUAKE,"Tyler, The Creator","{'rid': 4, 'ooh': 1, 'wicked': 1, 'happen': 1}","{'pos': 0, 'neg': 1, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 7}","{'pos': 0, 'neg': 0.2, 'neu': 4.8}","{'pos': 0, 'neg': 0, 'neu': 6.0}",0.85915493,1,0.960784314,1,,1.105207785,1.005151984
Clout,Offset Featuring Cardi B,"{'woo': 8, 'ooh': 4, 'weak': 2, 'new': 2, 'selfish': 2, 'late': 1, 'toxic': 1, 'eat': 1, 'hear': 1, 'big': 1, 'tame': 1}","{'pos': 8, 'neg': 4, 'neu': 12}","{'pos': 2, 'neg': 6, 'neu': 16}","{'pos': 6.4, 'neg': 1.0, 'neu': 6.8}","{'pos': 2.4, 'neg': 6.8, 'neu': 13.6}",1.248447205,0.819004525,1.683544304,0.785365854,,1.007498125,0.953857985
What's The Move,Young Thug Featuring Lil Uzi Vert,"{'shut': 6, 'woo': 5, 'hard': 3, 'maintain': 3, 'richer': 2, 'big': 2, 'tired': 1, 'tight': 1, 'send': 1, 'ooh': 1}","{'pos': 7, 'neg': 4, 'neu': 14}","{'pos': 0, 'neg': 5, 'neu': 20}","{'pos': 4.5, 'neg': 1.5, 'neu': 9.5}","{'pos': 0, 'neg': 5.6, 'neu': 17.6}",1.165745856,0.800796813,1.27027027,0.759656652,,0.997797842,1.026122061
Just How It Is,Young Thug,"{'woo': 10, 'ooh': 9, 'ask': 5, 'suppose': 3, 'send': 3, 'slippery': 1, 'kidnap': 1, 'live': 1, 'caught': 1, 'popped': 1, 'speak': 1, 'big': 1}","{'pos': 10, 'neg': 0, 'neu': 27}","{'pos': 1, 'neg': 0, 'neu': 36}","{'pos': 8.0, 'neg': 0, 'neu': 20.5}","{'pos': 0.8, 'neg': 0, 'neu': 29.6}",1.36900369,1.027700831,1.388349515,1.026936027,,1.035387791,0.990686122
Surf,Young Thug Featuring Gunna,"{'woo': 3, 'drown': 2, 'big': 1, 'send': 1, 'told': 1, 'tight': 1, 'new': 1, 'foreign': 1}","{'pos': 3, 'neg': 2, 'neu': 6}","{'pos': 1, 'neg': 2, 'neu': 8}","{'pos': 2.4, 'neg': 1.6, 'neu': 2.6}","{'pos': 1.2, 'neg': 2.4, 'neu': 6.8}",1.12345679,0.900990099,1.186046512,0.870967742,,0.99500125,1.015995734
